head,exact_importance_40,estimated_importance_40,absolute_error_40
L3H7,0.002164745330810547,0.0021297775907441973,3.496774006634968e-05
L3H8,-0.00042781829833984377,0.00010959218998323195,0.0005374104883230758
L3H9,-0.0011377334594726562,-0.0005849809385836124,0.0005527525208890438
L3H10,0.0029687881469726562,0.0015012643358204513,0.001467523811152205
L3H11,0.007417869567871094,0.004243387083988637,0.003174482483882457
L3H12,0.003870391845703125,0.0022667888144496827,0.0016036030312534424
L3H13,-0.0018163681030273437,-0.000795531332551036,0.0010208367704763075
L3H14,0.007401466369628906,0.006959070911398158,0.0004423954582307484
L3H15,-0.0008174896240234375,0.0006609708274481818,0.0014784604514716192
L3H16,0.013332128524780273,0.008218312473036348,0.005113816051743925
L3H17,-0.00145111083984375,-0.0010280226313625462,0.0004230882084812037
L3H18,0.002748870849609375,0.0018632556369993837,0.0008856152126099914
L3H19,0.0012804031372070312,0.0013405326077190693,6.01294705120381e-05
L3H20,0.00019016265869140626,0.0018264275102410465,0.0016362648515496402
L3H21,-0.0014253616333007812,-0.0012132736563216894,0.00021208797697909172
L3H22,-0.0011610031127929688,-0.0012793164816685021,0.0001183133688755333
L3H23,0.0007549285888671875,0.0009719779729493894,0.0002170493840822019
L3H24,-0.0038347244262695312,-0.004112829033692833,0.00027810460742330213
L3H25,0.007012748718261718,0.006440682857646607,0.0005720658606151114
L3H26,0.005620288848876953,0.006789234012831003,0.0011689451639540493
L3H27,-0.0010469436645507812,-0.0029056232640868986,0.0018586795995361174
L3H28,0.0034250259399414063,-0.0018947063945233822,0.005319732334464788
L3H29,0.0008358001708984375,0.0007416996159008704,9.410055499756707e-05
L3H30,-0.014961433410644532,-0.02384567300323397,0.008884239592589438
L3H31,-0.0006954193115234375,-0.00010337577405152842,0.0005920435374719091
L4H0,-0.0028005599975585937,-0.0032858839840628207,0.000485323986504227
L4H1,0.006962203979492187,0.004514239187119529,0.0024479647923726583
L4H2,0.006314849853515625,0.006611914359382354,0.0002970645058667284
L4H3,-0.011610794067382812,-0.009688349004136398,0.0019224450632464134
L4H4,0.00021343231201171876,-0.00029544285498559473,0.0005088751669973135
L4H5,0.00018444061279296876,-4.188484017504379e-05,0.00022632545296801253
L4H6,0.0009984970092773438,0.0004318746374337934,0.0005666223718435503
L4H7,0.002861213684082031,0.0012365972943371162,0.001624616389744915
L4H8,0.004508781433105469,0.004488238460180582,2.0542972924886618e-05
L4H9,-0.00027675628662109374,-0.0002984655904583633,2.1709303837269545e-05
L4H10,0.03970346450805664,0.056618659873493016,0.016915195365436377
L4H11,-0.0003154754638671875,-0.0007755686237942427,0.00046009315992705523
L4H12,-0.003277015686035156,-0.002638679978372238,0.0006383357076629181
L4H13,0.0128997802734375,0.013947546359850094,0.0010477660864125944
L4H14,0.025115299224853515,0.02558795758523047,0.00047265836037695477
L4H15,0.004285049438476562,0.004588991601485759,0.00030394216300919704
L4H16,-0.0002590179443359375,-0.0006781665768357925,0.00041914863249985495
L4H17,-0.0001995086669921875,0.0003942742696381174,0.000593782936630305
L4H18,0.0016435623168945313,0.0023562645394122226,0.0007127022225176913
L4H19,0.0028720855712890624,0.00038734000991098584,0.0024847455613780764
L4H20,0.0033277034759521484,0.00405717259272933,0.0007294691167771821
L4H21,-0.0017578125,-8.261158800451084e-05,0.0016752009119954893
L4H22,-0.0019788742065429688,-0.001509013120085001,0.00046986108645796776
L4H23,-0.017282485961914062,-0.017212686111452057,6.979985046200524e-05
L4H24,0.0017297744750976562,0.0016963466165179852,3.3427858579671054e-05
L4H25,-0.00035724639892578127,0.00042793129396159204,0.0007851776928873733
L4H26,-0.0018039703369140624,-0.0011240353633183986,0.0006799349735956638
L4H27,-8.258819580078124e-05,-0.00014461259124800562,6.202439544722438e-05
L4H28,0.010579109191894531,0.008614475512877107,0.0019646336790174242
L4H29,-0.002499961853027344,-0.007365654967725277,0.0048656931146979325
L4H30,0.010551643371582032,0.010060670340317301,0.0004909730312647308
L4H31,-0.0023578643798828126,-0.0034524841234087945,0.001094619743525982
L5H0,0.003960037231445312,0.0022712311074428726,0.0016888061240024396
L5H1,0.008194923400878906,0.008815580199006945,0.0006206567981280383
L5H2,-0.005211067199707031,-0.0035464060099911878,0.0016646611897158433
L5H3,0.003553009033203125,0.004184695438016206,0.0006316864048130813
L5H4,0.003552818298339844,0.0015134306449908763,0.0020393876533489675
L5H5,0.002077484130859375,0.0020635831911931745,1.3900939666200603e-05
L5H6,0.003277015686035156,0.005004309565993026,0.00172729387995787
L5H7,-0.0028881072998046876,-0.0016549896681681275,0.00123311763163656
L5H8,-0.011027717590332031,-0.011624415108235553,0.0005966975179035224
L5H9,-0.002079296112060547,-0.00011604772880673409,0.001963248383253813
L5H10,0.014553070068359375,0.009748936770483852,0.004804133297875523
L5H11,-0.007079696655273438,-0.005585994350258261,0.0014937023050151767
L5H12,-0.003668403625488281,-0.0032933270384091886,0.0003750765870790926
L5H13,0.0013780593872070312,0.0002714993228437379,0.0011065600643632933
L5H14,-0.010319709777832031,-0.01099784620164428,0.0006781364238122485
L5H15,-0.0024663925170898436,-0.0012035575024128774,0.0012628350146769662
L5H16,-0.0010471343994140625,-0.0016503444290719925,0.00060321002965793
L5H17,-0.00210113525390625,-0.0010460260760737582,0.0010551091778324916
L5H18,-0.012072181701660157,-0.013510720332851634,0.0014385386311914772
L5H19,0.03330860137939453,0.03193440875038504,0.0013741926290094866
L5H20,-0.002999114990234375,-0.0010561259929090737,0.0019429889973253014
L5H21,0.004229354858398438,0.005052056955173611,0.0008227020967751736
L5H22,0.006913375854492187,0.003477465602918528,0.0034359102515736594
L5H23,0.00015087127685546874,-0.003382375347428024,0.0035332466242834924
L5H24,0.009578609466552734,0.010395063250325621,0.0008164537837728868
L5H25,0.10905628204345703,0.07468799198977649,0.03436829005368054
L5H26,-0.0030576705932617186,-0.0033500316203571856,0.000292361027095467
L5H27,0.006045341491699219,0.005141500468016602,0.0009038410236826165
L5H28,0.0031230926513671877,-0.004157383006531745,0.007280475657898933
L5H29,0.0012247085571289063,0.0009280454425606877,0.0002966631145682186
L5H30,-0.0001819610595703125,0.0009415191176231019,0.0011234801771934145
L5H31,-0.0070670127868652345,-0.007251050640479662,0.00018403785361442715
L6H0,-0.007674980163574219,-0.005972652754280716,0.0017023274092935027
L6H1,0.0005776405334472657,0.0010995377684594131,0.0005218972350121474
L6H2,-0.007234382629394531,-0.00837723376462236,0.0011428511352278284
L6H3,-0.000373077392578125,-0.0010328436299460008,0.0006597662373678758
L6H4,-0.0006467819213867188,0.0008372127536858898,0.0014839946750726087
L6H5,-0.0029699325561523436,-0.004452917081653141,0.001482984525500797
L6H6,-0.00382232666015625,-0.0036904196080286057,0.00013190705212764433
L6H7,0.011791038513183593,0.007690976234152913,0.00410006227903068
L6H8,0.001236724853515625,0.0017313082920736634,0.0004945834385580385
L6H9,0.0012136459350585937,0.000529005451244302,0.0006846404838142916
L6H10,-0.003112030029296875,-0.004106055569718592,0.0009940255404217169
L6H11,-0.00033969879150390624,-0.0013176278851460665,0.0009779290936421602
L6H12,-0.0039612770080566405,-0.0030528476636391133,0.0009084293444175271
L6H13,-0.002894020080566406,-0.0028182934125652536,7.572666800115258e-05
L6H14,0.000893402099609375,-0.0008296983025502414,0.0017231004021596164
L6H15,0.0020910263061523437,0.0002569070929894224,0.0018341192131629213
L6H16,-0.009548282623291016,-0.010707636422012001,0.0011593537987209853
L6H17,-0.002033042907714844,-0.0013303838844876737,0.0007026590232271702
L6H18,0.002071380615234375,0.0039895602385513484,0.0019181796233169734
L6H19,0.03160614967346191,0.03347950590541586,0.0018733562319539487
L6H20,0.0023555755615234375,0.003347594407387078,0.0009920188458636403
L6H21,0.003561592102050781,0.0034425172110786662,0.00011907489097211493
L6H22,-0.002701568603515625,-0.0023671388713410123,0.00033442973217461284
L6H23,0.007093048095703125,0.0007324086385779083,0.006360639457125217
L6H24,0.011005997657775879,0.02618574472144246,0.015179747063666583
L6H25,0.0018982887268066406,-0.0039034960587741806,0.005801784785580822
L6H26,-0.005310630798339844,-0.004460814839694649,0.0008498159586451948
L6H27,0.00487213134765625,0.003872651746496558,0.000999479601159692
L6H28,0.0004444122314453125,0.0011731441074516625,0.00072873187600635
L6H29,0.00264739990234375,0.0031052561971591786,0.00045785629481542856
L6H30,0.03530559539794922,0.022801011335104704,0.012504584062844513
L6H31,-0.0030206680297851563,-0.001267314788128715,0.0017533532416564414
L7H0,-0.007456207275390625,-0.010270182753447443,0.002813975478056818
L7H1,0.25744152069091797,0.1918936143629253,0.06554790632799268
L7H2,-0.008084297180175781,-0.008587900700513273,0.0005036035203374919
L7H3,9.765625e-05,0.00011417939094826579,1.6523140948265786e-05
L7H4,-0.0011246681213378906,0.0008182373392628505,0.0019429054606007411
L7H5,-0.0004962921142578125,0.00012697751153609716,0.0006232696257939096
L7H6,-0.02311229705810547,-0.025509694032371043,0.002397396974265574
L7H7,0.0034379959106445312,0.0017811315447033849,0.0016568643659411464
L7H8,0.06267547607421875,0.07185195419006049,0.00917647811584174
L7H9,-0.000264739990234375,-0.00012441572034731506,0.00014032426988705996
L7H10,0.0007818222045898437,0.0014840083778835834,0.0007021861732937396
L7H11,-0.009809398651123047,-0.0025367776048369705,0.007272621046286076
L7H12,0.00800914764404297,0.00489331092685461,0.0031158367171883593
L7H13,0.002886199951171875,0.001931581764074508,0.0009546181870973671
L7H14,0.0010778427124023438,0.0006930036004632711,0.0003848391119390727
L7H15,-0.01729307174682617,-0.01900062393397093,0.001707552187144759
L7H16,-0.006006431579589844,-0.005151305941399187,0.0008551256381906566
L7H17,-0.0026632308959960937,-0.0025500122181256303,0.00011321867787046332
L7H18,-0.013592815399169922,-0.013811693410389125,0.00021887801121920313
L7H19,0.0010555267333984375,0.001682924130000174,0.0006273973966017365
L7H20,-0.001642894744873047,-0.001922830584226176,0.00027993583935312914
L7H21,0.0029405593872070313,0.0025781099626328795,0.0003624494245741518
L7H22,0.005103683471679688,0.0028929920750670134,0.0022106913966126744
L7H23,0.0015232086181640625,-0.0002248687669634819,0.0017480773851275444
L7H24,0.003288459777832031,0.002862804973847233,0.00042565480398479814
L7H25,-0.004505348205566406,-0.003465943946503103,0.0010394042590633032
L7H26,-0.0017986297607421875,-0.001609149598516524,0.00018948016222566358
L7H27,-0.0018007278442382813,-0.00102737708366476,0.0007733507605735214
L7H28,-0.020877838134765625,-0.022118858969770373,0.0012410208350047483
L7H29,-0.0017848968505859374,-0.0015174304746324197,0.0002674663759535177
L7H30,0.008376693725585938,0.008706116085522807,0.0003294223599368696
L7H31,-0.0037578582763671876,-0.006250231817830354,0.0024923735414631664
L8H0,0.0005634307861328125,0.0007370309584075585,0.000173600172274746
L8H1,-0.0063629150390625,-0.005489311041310429,0.0008736039977520708
L8H2,0.002901458740234375,0.0033689888019580393,0.00046753006172366423
L8H3,0.003826284408569336,0.007881498173810541,0.004055213765241206
L8H4,0.015712499618530273,0.010613082407508046,0.005099417211022228
L8H5,-0.0022151947021484377,-0.003197305044159293,0.0009821103420108554
L8H6,-0.0032484054565429686,-0.0018899005372077227,0.001358504919335246
L8H7,0.002418327331542969,0.0018147949915146456,0.0006035323400283234
L8H8,-0.04021615982055664,-0.04525401206919923,0.005037852248642595
L8H9,0.0007183074951171875,-0.00019269839976914226,0.0009110058948863299
L8H10,0.0009052276611328125,0.001091629323491361,0.00018640166235854854
L8H11,0.0048858642578125,0.00553912166506052,0.00065325740724802
L8H12,0.020407819747924806,0.017116384918335826,0.00329143482958898
L8H13,-0.006899070739746094,-0.007937645982019603,0.0010385752422735093
L8H14,-0.005685615539550781,-0.005106863426044583,0.0005787521135061984
L8H15,0.3670095443725586,0.20840040361508727,0.15860914075747135
L8H16,-0.0037628173828125,-0.008997547184117138,0.005234729801304638
L8H17,-0.0013837814331054688,-0.0005618260329356417,0.000821955400169827
L8H18,-0.0010065078735351563,-0.00012927560019306838,0.0008772322733420879
L8H19,-0.006970405578613281,-0.002759477205108851,0.00421092837350443
L8H20,0.001967048645019531,0.002433778706472367,0.0004667300614528357
L8H21,0.025153088569641113,0.02113577430136502,0.004017314268276093
L8H22,0.0038562774658203124,0.005041751137468964,0.0011854736716486514
L8H23,-0.010710906982421876,-0.01097261606628308,0.00026170908386120503
L8H24,-0.004272842407226562,-0.002991722838487476,0.001281119568739086
L8H25,0.0025452613830566407,0.0030092957254964857,0.00046403434243984503
L8H26,-0.0015209197998046875,-0.0027133445953950288,0.0011924247955903413
L8H27,-0.00662384033203125,-0.005827939364826307,0.0007959009672049433
L8H28,0.00065155029296875,0.0009711407386930659,0.0003195904457243159
L8H29,0.005489540100097656,0.005999747273745015,0.000510207173647359
L8H30,-0.01077423095703125,-0.011048534981091507,0.0002743040240602568
L8H31,0.000344085693359375,0.0016669170574459713,0.0013228313640865964
L9H0,-0.00262908935546875,-0.0007641032920219004,0.0018649860634468497
L9H1,0.013177585601806641,0.012548752129077911,0.0006288334727287299
L9H2,0.05023651123046875,0.04475049851462245,0.005486012715846304
L9H3,0.016104698181152344,0.01625638937111944,0.00015169118996709655
L9H4,0.0018795967102050782,0.0027387137262849135,0.0008591170160798353
L9H5,0.00017299652099609376,0.0006694969270029105,0.0004965004060068168
L9H6,-0.06325407028198242,-0.06339901520404964,0.0001449449220672222
L9H7,-0.006589460372924805,-0.006034509092569351,0.0005549512803554538
L9H8,0.017330169677734375,0.018762305489508434,0.0014321358117740587
L9H9,-0.0024689674377441407,-0.0008164763799868524,0.0016524910577572884
L9H10,-0.005013179779052734,-0.005218303255969658,0.00020512347691692412
L9H11,-0.08940820693969727,-0.08993647871538997,0.0005282717756927013
L9H12,-0.00036449432373046874,0.0005743834422901273,0.000938877766020596
L9H13,-0.0031541824340820313,-0.0023505951336119323,0.000803587300470099
L9H14,0.0028276443481445312,0.002658436505589634,0.00016920784255489716
L9H15,0.001335906982421875,0.0005643584561767056,0.0007715485262451693
L9H16,0.1090993881225586,0.08699109070003033,0.02210829742252826
L9H17,0.03446216583251953,0.02989096464589238,0.004571201186627148
L9H18,0.08995532989501953,0.08245908215176315,0.0074962477432563845
L9H19,-0.009152984619140625,-0.007644188491394743,0.0015087961277458822
L9H20,0.003924179077148438,0.0035111057106405495,0.0004130733665078882
L9H21,-0.012705802917480469,-0.013101656327489764,0.00039585341000929544
L9H22,-0.0012098312377929687,-0.0022081668488681317,0.000998335611075163
L9H23,-0.0002071380615234375,-0.0004958044446539134,0.0002886663831304759
L9H24,0.18090152740478516,0.15882608806714416,0.022075439337641
L9H25,-0.0035915374755859375,-0.0022689232660923152,0.0013226142094936223
L9H26,-0.007602882385253906,-0.006331733148545027,0.0012711492367088791
L9H27,-0.0017240524291992187,-0.0008673465665197,0.0008567058626795187
L9H28,0.00157318115234375,0.0012497819101554342,0.00032339924218831567
L9H29,0.00012569427490234376,0.00030593924748245627,0.0001802449725801125
L9H30,0.0015832901000976563,0.002374627445533406,0.0007913373454357497
L9H31,0.006516265869140625,0.0025091395509662107,0.0040071263181744145
L10H0,0.004682731628417969,0.008184411493130029,0.0035016798647120604
L10H1,-0.030636119842529296,-0.03044926261063665,0.00018685723189264605
L10H2,0.012852668762207031,0.010567113920114935,0.002285554842092096
L10H3,0.005457305908203125,0.0052825364313321185,0.0001747694768710062
L10H4,-0.026314640045166017,-0.027705422311555594,0.0013907822663895772
L10H5,0.001407623291015625,0.002674329903675243,0.0012667066126596182
L10H6,0.00693807601928711,0.006816567515488714,0.00012150850379839557
L10H7,0.011919689178466798,0.013800213113427162,0.0018805239349603646
L10H8,0.0031055450439453126,-0.001875870325602591,0.004981415369547904
L10H9,0.0027300834655761717,0.0033150319621199744,0.0005849484965438027
L10H10,-0.003001976013183594,-0.004693729741848074,0.0016917537286644801
L10H11,-4.38690185546875e-06,0.0007791146435920382,0.000783501545447507
L10H12,0.0029109954833984376,0.004705638310406357,0.0017946428270079191
L10H13,-0.0036092758178710937,0.0024972912622615697,0.006106567080132663
L10H14,0.013735771179199219,0.013997611333616078,0.0002618401544168588
L10H15,0.0016895294189453124,-9.348407620564103e-05,0.0017830134951509534
L10H16,-0.026601189374923707,-0.03200040273368358,0.005399213358759876
L10H17,0.0010011672973632812,0.0013963783101644367,0.00039521101280115545
L10H18,-0.004825401306152344,-0.006000379228498787,0.001174977922346443
L10H19,0.023085784912109376,0.01936169038526714,0.003724094526842237
L10H20,0.0016279220581054688,0.00031458948069484904,0.0013133325774106197
L10H21,0.03237972259521484,0.03258554823696613,0.00020582564175129076
L10H22,0.037218570709228516,0.03238668772391975,0.004831882985308768
L10H23,0.053015279769897464,0.0524561723228544,0.0005591074470430654
L10H24,0.004100418090820313,0.003251287795137614,0.0008491302956826988
L10H25,0.006125450134277344,0.0012698097387328744,0.004855640395544469
L10H26,-0.0196685791015625,-0.01704011671245098,0.002628462389111519
L10H27,0.005161190032958984,0.009573494410142302,0.004412304377183318
L10H28,0.0033054351806640625,0.005768536987307016,0.0024631018066429535
L10H29,0.003331756591796875,0.0033254758862312885,6.280705565586426e-06
L10H30,0.002248382568359375,0.003830369510978926,0.001581986942619551
L10H31,-0.025455236434936523,-0.020467234263196587,0.004988002171739937
L11H0,-0.001706695556640625,-0.0011398357921279967,0.0005668597645126282
L11H1,-0.007623100280761718,-0.007038557517807931,0.0005845427629537873
L11H2,0.03577556610107422,0.023264141753315926,0.012511424347758295
L11H3,0.03150653839111328,0.02682031790027395,0.004686220490839332
L11H4,0.00442657470703125,0.00670273233554326,0.00227615762851201
L11H5,-0.0010951995849609376,-0.0007172640966018662,0.0003779354883590714
L11H6,-0.0020734786987304686,-0.0019685481849592177,0.00010493051377125084
L11H7,0.014999198913574218,0.03070337139070034,0.015704172477126122
L11H8,0.007005500793457031,0.00835958165116608,0.0013540808577090493
L11H9,0.004273700714111328,0.003868261814932339,0.00040543889917898923
L11H10,0.003426933288574219,-0.004503116852720268,0.007930050141294488
L11H11,0.004022026062011718,0.0019367779488675297,0.002085248113144189
L11H12,-0.016368389129638672,-0.014794476429233327,0.001573912700405345
L11H13,0.007003974914550781,0.0074329021852463486,0.0004289272706955675
L11H14,0.027682685852050783,0.02627199189737439,0.001410693954676391
L11H15,-0.0675471305847168,-0.11472754953429103,0.04718041894957423
L11H16,0.002257537841796875,0.0023333542834734545,7.581644167657968e-05
L11H17,-0.00978679656982422,-0.016441597827360967,0.006654801257536747
L11H18,0.0021887779235839843,0.0012978087761439383,0.000890969147440046
L11H19,-0.0019344329833984376,-0.001972299930639565,3.786694724112723e-05
L11H20,-0.010481643676757812,-0.00732310984749347,0.003158533829264342
L11H21,0.00350341796875,-0.00042253218998666853,0.003925950158736669
L11H22,-0.003871726989746094,-0.004656122101005166,0.0007843951112590725
L11H23,0.00011997222900390625,-0.0006085721775889397,0.0007285444065928459
L11H24,-0.007090187072753907,-0.010155589692294598,0.0030654026195406914
L11H25,0.0020503997802734375,0.002488698926754296,0.0004382991464808583
L11H26,-0.0013690948486328124,-0.0009622512734495103,0.0004068435751833021
L11H27,0.014305877685546874,0.018004386103712022,0.003698508418165148
L11H28,-0.011337089538574218,-0.015694452542811634,0.0043573630042374155
L11H29,0.19595985412597655,0.12670521223917602,0.06925464188680053
L11H30,0.009695816040039062,0.005038497183704749,0.004657318856334313
L11H31,-0.00027561187744140625,0.0004211196268443018,0.000696731504285708
L12H0,0.0019458770751953126,0.0017457838403061032,0.00020009323488920936
L12H1,-0.004133796691894532,-0.0034554454701719805,0.0006783512217225511
L12H2,0.012058448791503907,0.01104345073690638,0.0010149980545975275
L12H3,-0.03925175666809082,-0.03560535458382219,0.0036464020842686268
L12H4,0.0012713432312011718,-0.00011654368427116424,0.001387886915472336
L12H5,-0.005301284790039063,-0.0042031489429064095,0.0010981358471326532
L12H6,-0.004589653015136719,-0.004976311477366835,0.00038665846223011596
L12H7,0.05421581268310547,0.049893195391632617,0.004322617291472854
L12H8,-0.0031299591064453125,-0.0028796385420719163,0.00025032056437339616
L12H9,-0.004613304138183593,-0.00595677193487063,0.0013434677966870368
L12H10,-0.01102619171142578,-0.014852437959052622,0.003826246247626841
L12H11,-0.026990318298339845,-0.037597567588090894,0.010607249289751049
L12H12,-0.13285655975341798,-0.14603427185211332,0.013177712098695338
L12H13,0.008520698547363282,0.010529166256310419,0.002008467708947137
L12H14,0.010269927978515624,0.009296240855474026,0.0009736871230415986
L12H15,0.008388710021972657,0.008035183997708372,0.00035352602426428487
L12H16,0.01061840057373047,0.010007910308195278,0.000610490265535191
L12H17,0.2296274185180664,0.17931057447567583,0.05031684404239056
L12H18,-0.002022457122802734,-0.0017845131456851958,0.00023794397711753837
