id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference,original_gap,normalized_mean,normalized_mean_absolute,panel,group,kind,head,cohort,source,site
G2:L22H5:change,restore,89,0.08116874534092593,0.08419666665323665,0.07297515869140625,-0.05002593994140625,0.263916015625,0.9325842696629213,0.33707865168539325,False,below_rule,0.06831946955637985,0.094640073682485,0.0827281769741787,11.170458413241954,0.007266375500284296,0.007537440590032206,G2,,change,709,,,
G2:L22H5:conditional,noise,89,0.3043331349833628,0.37381106280208976,0.25360107421875,-0.85406494140625,1.6529541015625,0.8202247191011236,0.8202247191011236,True,coherent,0.22553413597385535,0.3857467510727014,0.34388253929909696,11.170458413241954,0.027244462467412515,0.033464254462373506,G2,,conditional,709,,,
G2:L22H5:conditional,restore,89,0.2807041902220651,0.33355876568997844,0.318603515625,-0.6033401489257812,1.048919677734375,0.8426966292134831,0.797752808988764,True,coherent,0.2197602523846573,0.3417084841246015,0.33591209904531416,11.170458413241954,0.02512915583565541,0.029860794727507616,G2,,conditional,709,,,
G2:L23H15:change,noise,89,7.726369279154231e-05,0.029858165912413866,-0.0008544921875,-0.232421875,0.14141845703125,0.48314606741573035,0.0449438202247191,False,below_rule,-0.009888374269678351,0.009533408652530625,0.03466930818021967,11.170458413241954,6.916788007549495e-06,0.0026729579761040675,G2,,change,751,,,
G2:L23H15:change,restore,89,0.004388720801707064,0.030481180448210642,-0.0022430419921875,-0.087158203125,0.1524505615234375,0.47191011235955055,0.056179775280898875,False,below_rule,-0.004551209827487388,0.013873742135722976,0.04060959012320872,11.170458413241954,0.000392886365030864,0.0027287313842086288,G2,,change,751,,,
G2:L23H15:conditional,noise,89,-0.3942497071255459,0.4026282717672627,-0.37261962890625,-1.771728515625,0.236083984375,0.9438202247191011,0.9101123595505618,True,coherent,-0.45702981051434294,-0.3354938132039617,0.22317698832308308,11.170458413241954,-0.035293959526153815,0.03604402405634216,G2,,conditional,751,,,
G2:L23H15:conditional,restore,89,-0.34622964162505077,0.3507860189073541,-0.31036376953125,-0.97967529296875,0.146484375,0.9662921348314607,0.9101123595505618,True,coherent,-0.3931395799256443,-0.30058137352546954,0.20151907138610153,11.170458413241954,-0.03099511486606627,0.031403010147866166,G2,,conditional,751,,,
G2:L26H23:change,noise,89,-0.0006010130550084489,0.014971599150239752,-0.00146484375,-0.064453125,0.11572265625,0.5617977528089888,0.011235955056179775,False,below_rule,-0.005276800005623463,0.004313310344567456,0.01599370763542947,11.170458413241954,-5.380379504353926e-05,0.0013402851160066768,G2,,change,855,,,
G2:L26H23:change,restore,89,0.0025212041447671613,0.01260967468947507,-0.0010986328125,-0.03277587890625,0.08953857421875,0.449438202247191,0.0,False,below_rule,-0.0014683148834142793,0.006963264205482566,0.015116434418753292,11.170458413241954,0.0002257028361323484,0.001128841290392076,G2,,change,855,,,
G2:L26H23:conditional,noise,89,-0.16742899176779757,0.20735498492637378,-0.12640380859375,-1.956298828125,0.68011474609375,0.8314606741573034,0.6966292134831461,True,coherent,-0.23557331387916308,-0.10981676230269877,0.10141447688756364,11.170458413241954,-0.014988551550339228,0.018562799954616547,G2,,conditional,855,,,
