id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference
G2:L6H24:change,restore,69,0.00828955484473187,0.033486155496127365,0.00897979736328125,-0.0987548828125,0.1131744384765625,0.6231884057971014,0.028985507246376812,False,below_rule,-0.0017154875008956246,0.018338345012803004,0.04699172835419144
G2:L6H24:conditional,noise,69,-0.06329810101052989,0.29301846545675525,-0.081787109375,-1.78900146484375,0.9593658447265625,0.5362318840579711,0.8405797101449275,True,heterogeneous,-0.1586315958396248,0.028019230434859977,0.42607810531837353
G2:L6H24:conditional,restore,69,-0.05264728311179341,0.23538537992947345,-0.047882080078125,-0.7720108032226562,0.67230224609375,0.5652173913043478,0.7101449275362319,True,heterogeneous,-0.1237854168034982,0.017899541923965194,0.42134505423946655
G2:L8H15:change,noise,69,-0.010253111521402994,0.02913005801214688,-0.0106201171875,-0.0964503288269043,0.16796875,0.6811594202898551,0.014492753623188406,False,below_rule,-0.019508355596791142,-0.0003137401912523646,0.05764785711316095
G2:L8H15:change,restore,69,-0.007623216380243716,0.03084021720333376,-0.011035919189453125,-0.14366912841796875,0.1154022216796875,0.6376811594202898,0.043478260869565216,False,below_rule,-0.017263676118159637,0.002020784219106034,0.05941578961800838
G2:L8H15:conditional,noise,69,0.15116158084592957,0.28240546627321106,0.134857177734375,-1.063720703125,1.08642578125,0.6521739130434783,0.782608695652174,True,heterogeneous,0.06804775656133458,0.23701254163963198,0.6805948450945426
G2:L8H15:conditional,restore,69,0.15379722913106283,0.2816916859668234,0.18511962890625,-0.7220458984375,1.07177734375,0.6521739130434783,0.782608695652174,True,heterogeneous,0.07579332434612772,0.23259046224580293,0.6990278147268987
G2group:negative:change,noise,69,-0.048277305520099144,0.06355533392533012,-0.0236663818359375,-0.6611328125,0.13946533203125,0.7681159420289855,0.18840579710144928,False,below_rule,-0.07568092778109121,-0.026264452847881602,0.09372142432392508
G2group:negative:change,restore,69,-0.03224883908810823,0.04853416871333468,-0.03246879577636719,-0.184844970703125,0.139007568359375,0.8115942028985508,0.15942028985507245,False,below_rule,-0.0454825222492218,-0.018838374165521157,0.09679081820059514
G2group:negative:intact,noise,69,-0.9840320435123168,0.9934077953946763,-0.866485595703125,-4.418212890625,0.31208038330078125,0.9710144927536232,0.9565217391304348,True,coherent,-1.165091986414315,-0.8206753946732784,0.5441805936288142
