head,flat_id,layer,in_A,in_B,in_C,in_D,random_control,hist_ri_first,ng_first,ng_last,target_first,attribution_178,I_P_178,I_P_lo,I_P_hi,I_P_pos_fam,I_P_gap_fraction,I_40,F_dlogit_clean,F_dlogit_corrupted,F_dlogit_source,F_over_P,I_F_178,I_F_hi,I_F_lo,I_F_pos_fam
L7H27,251,7,False,False,False,True,False,0.059252019580419577,nan,nan,nan,0.00032646796833514497,0.0007439302594474192,-0.0034930116674873266,0.005072239409671737,0.4943820224719101,6.659800627031845e-05,-0.0018007278442382813,,,,,,,,
L8H0,256,8,False,False,False,True,False,0.0993813,nan,nan,nan,8.461100147092673e-05,-0.00010424517513660902,-0.0021253355433431907,0.0018714927555469976,0.47191011235955055,-9.332219975236843e-06,0.0005634307861328125,,,,,,,,
L8H5,261,8,False,False,False,True,False,0.0148559,nan,nan,nan,-0.0021380277401558383,-0.0019269257449032215,-0.005600137121221992,0.0017178906483596545,0.47191011235955055,-0.0001725019398146596,-0.0022151947021484377,,,,,,,,
L8H8,264,8,True,False,False,False,False,0.007014935099337748,0.0036789108625947483,0.014273123016170999,0.013173195332961364,-0.04558512275211848,-0.04493177606818381,-0.05840985239221808,-0.031885592053445544,0.2808988764044944,-0.004022375305110102,-0.04021615982055664,-0.00017127160275920054,-0.00042313136411516856,0.0003662109375,0.005605530885867051,-0.00025186645850706636,0.0005360750669843684,-0.0010314030593700622,0.42696629213483145
L8H14,270,8,False,False,False,True,False,0.0228891,nan,nan,nan,-0.003479594349392868,-0.0037738526805063313,-0.006613542323701837,-0.0009375416160969252,0.4157303370786517,-0.00033784223895705475,-0.005685615539550781,,,,,,,,
L8H15,271,8,True,False,False,False,False,0.05663885756351039,-0.0031148221180874736,0.0002810106798033793,0.01727096711172365,0.2022510256953119,0.279438067018316,0.19573621602540606,0.361382502250457,0.7528089887640449,0.025015810155745964,0.3670095443725586,-5.4046009363753075e-06,-0.0004491913184691011,-0.00022219540028089888,-0.0015881637724567258,-0.00044379341468382417,0.0004285550519321736,-0.0013122736737969218,0.449438202247191
L8H16,272,8,True,False,False,False,False,0.03051943280632411,0.0017577068560614918,-0.002662629995930546,0.011460781820417537,-0.009946706694331063,-0.005253866817174333,-0.024670431051361425,0.014394396878360353,0.449438202247191,-0.0004703358289169375,-0.0037628173828125,-6.794125846262728e-05,-0.0009662756759129214,0.0005198275105337079,0.17098640038506407,-0.0008983397751711728,-0.00020110754484541006,-0.00160117738702324,0.39325842696629215
L9H3,291,9,False,False,False,True,False,0.056295319330289195,-0.004689443449024111,0.0033844349259096727,0.008796148592161691,0.013859643177077007,0.015039652920840831,0.009115045793940513,0.02111938535497429,0.6404494382022472,0.0013463774148258915,0.016104698181152344,,,,,,,,
L9H6,294,9,True,False,False,True,False,0.11491192056074764,0.011549985932939353,-0.0023909706150233336,0.02436363533435559,-0.03331830952933916,-0.034904565704002806,-0.05611033707522274,-0.013364282082975586,0.33707865168539325,-0.0031247209749803457,-0.06325407028198242,-0.0002420765630314859,0.000892896330758427,-0.0003483804424157303,-0.032516344283553066,0.001134968875499254,0.0021411638581350944,0.00014198871141069395,0.6292134831460674
L9H14,302,9,False,False,False,True,False,0.07021257764705882,nan,nan,nan,-6.508185290155953e-05,-0.0005769649248444632,-0.0039011432213729687,0.0028154908941033173,0.4943820224719101,-5.1650962162887024e-05,0.0028276443481445312,,,,,,,,
L9H16,304,9,True,False,False,False,False,0.016832319754768395,-0.0007386246911904671,0.007398279100012952,0.007270108806306381,0.0749911709657211,0.09501922800299827,0.03874664145908999,0.1544755024856396,0.651685393258427,0.008506296204492223,0.1090993881225586,-0.00018365195627962605,-0.0008154022559691012,-0.00029694632198033706,-0.006648713851794492,-0.0006317556574103537,0.00013098247935262893,-0.0014198593879013919,0.4606741573033708
L9H17,305,9,True,False,False,True,False,0.1555214857142857,0.0020803649387395274,0.007283193141285499,0.00730808428783928,0.025204486472615868,0.027045694629797775,0.012384310331237451,0.0421188705422905,0.6179775280898876,0.0024211803696199802,0.03446216583251953,-0.00016084815678971538,0.0007152771681882022,0.00037032566713483144,0.032394113690908354,0.0008761213066872586,0.0021785848596122827,-0.0004223015870940819,0.5393258426966292
L9H22,310,9,False,False,False,True,False,0.3739176162790697,nan,nan,nan,-0.0021281731079510423,-0.0020332443580198824,-0.006553961587755868,0.002575215061059157,0.4157303370786517,-0.00018201977777470484,-0.0012098312377929687,,,,,,,,
L9H23,311,9,False,False,False,True,True,0.0,nan,nan,nan,0.000396620154052481,0.0005100711008136192,-0.0009297855784384053,0.0019144411837117002,0.5280898876404494,4.5662503895897275e-05,-0.0002071380615234375,,,,,,,,
L9H26,314,9,False,False,False,True,True,0.0,nan,nan,nan,-0.0003065091644131233,-0.0016403091087769926,-0.0060295019256934685,0.0025079786107781166,0.47191011235955055,-0.00014684349093789184,-0.007602882385253906,,,,,,,,
L10H16,336,10,True,False,False,False,False,0.01442236705882353,-0.0018239413897311603,0.003742100431099231,0.015346381986242573,-0.06099439974288257,-0.047743142320868674,-0.08820847889010826,-0.008141741089606589,0.42696629213483145,-0.00427405398728058,-0.026601189374923707,-0.00044115875544172993,0.0004827949438202247,0.0007584818293539326,-0.01935251087500025,0.0009239496809712956,0.002132797643040003,-0.0002798929643095209,0.5955056179775281
L11H3,355,11,True,True,False,False,False,0.006096721969407266,3.3767441002140164e-05,-0.0018569861246091248,0.006619184707508466,0.01822408685575794,0.021330653951409158,0.0050746085268727845,0.03728645986385559,0.6179775280898876,0.0019095594077072843,0.03150653839111328,-0.000249636307191313,0.0028432781776685395,0.00034357992450842695,0.1449983893421546,0.0030929104665691934,0.004853236005547339,0.0013048401039637877,0.6179775280898876
L11H4,356,11,True,False,False,False,False,0.03060057090163934,0.006522607090628401,-0.00022266214473658604,0.014664572065907064,0.004898946073685846,0.004021395458264298,-0.00028197966264874747,0.008301998457212119,0.5280898876404494,0.0003600027241046042,0.00442657470703125,-0.00023884049962075908,0.00019956438728932586,-4.1147296348314606e-05,0.10901709945448816,0.00043840086861942593,0.0014815582318252385,-0.0005696998553329639,0.5617977528089888
L11H7,359,11,True,False,False,False,False,0.03625238359587181,-0.00036915164188010296,0.0012028218763262496,0.022471313534898573,0.014978451350850335,-0.0018788294845752502,-0.02879298014587231,0.02544344797563014,0.47191011235955055,-0.00016819627405335514,0.014999198913574218,-0.00014751278952266394,-0.00039775719803370786,-0.0003668967257724719,0.13319379371900636,-0.00025024842680170293,0.0005547844961787875,-0.001033848323179095,0.42696629213483145
L11H14,366,11,False,True,False,False,False,0.021381620107108083,-0.0007922764953714239,-0.0021200402976073673,0.007442852883601051,0.01693330320995301,0.018450581625606238,0.008093455266416742,0.029248727707380656,0.6741573033707865,0.0016517300313954979,0.027682685852050783,-0.00013898195845357488,0.0004251887289325843,-0.0005664611130617978,0.03057724791411191,0.0005641680085257198,0.002180480689145206,-0.0010081036706988732,0.5168539325842697
L11H15,367,11,True,False,False,False,False,0.021652850125028412,-0.0004927668475135433,0.005465834801664311,0.012730693035092744,-0.09854312251018507,-0.05035826865206944,-0.08893328396122108,-0.011051980029331176,0.3707865168539326,-0.004508164910436668,-0.0675471305847168,0.00033385967940426943,-0.0026265690835674156,-0.0004293034585674157,0.058787475013820326,-0.0029604354601227836,-0.0010853480756952529,-0.00491979376653607,0.3707865168539326
L11H20,372,11,False,False,False,True,True,0.0,nan,nan,nan,-0.00033629844174458737,-0.0025060739410057496,-0.014748758948251103,0.009591701459348857,0.449438202247191,-0.00022434835243958644,-0.010481643676757812,,,,,,,,
L11H22,374,11,False,False,False,True,False,0.0015065725714285716,nan,nan,nan,0.002274272756734758,0.0029194649685634656,-0.002996727991639898,0.008775544032621915,0.5842696629213483,0.00026135587820662787,-0.003871726989746094,,,,,,,,
L11H27,379,11,False,False,False,True,True,0.013934005429864253,-0.002586660313300931,0.0026092106717669414,0.010140753691104872,-0.001172271559768346,-0.004102074698116002,-0.01630731432625417,0.008141760343915946,0.4606741573033708,-0.0003672252781724,0.014305877685546874,,,,,,,,
L12H2,386,12,True,False,False,True,False,0.04682846516853933,0.00715573147655151,-0.0006878835980185407,0.020087634903999667,0.010396713353013306,0.01014419619956713,0.0015631778856341758,0.01895802047815214,0.5617977528089888,0.0009081271174638412,0.012058448791503907,-0.00019898709286464734,-0.0008894673893960674,-0.00024208326018258428,-0.06806719626656893,-0.0006904869936825185,0.0003392010592342745,-0.0016913743501298882,0.48314606741573035
L12H9,393,12,True,False,False,False,False,0.03757287706666667,0.0056240744472019774,0.000256651850311697,0.01825697993830083,-0.007286193822458219,-0.006060691362016656,-0.015405756971809303,0.0028681965356462395,0.42696629213483145,-0.0005425642473931102,-0.004613304138183593,0.000267428628514322,0.0006755014483848314,0.0007228208391853933,-0.06733073610753823,0.00040807081072517993,0.0033952209386932707,-0.0025693412577168324,0.4943820224719101
L12H17,401,12,False,False,False,True,False,0.0559963485472155,-0.0004208272530579261,-0.005676235758558809,0.015562688866853618,0.15887626228079701,0.21354269713498233,0.16707830107613894,0.26081291249628813,0.8539325842696629,0.01911673534201957,0.2296274185180664,,,,,,,,
L13H1,417,13,True,False,False,False,False,0.031000990213178297,nan,nan,0.020203830979087137,0.001974336024023216,0.001138933588949482,-0.002163423313183731,0.004552739791655802,0.5280898876404494,0.00010195943145890413,-0.0008211135864257812,-0.00028978706745619185,-0.00020779384655898877,-0.00024002589536516853,0.07198769392881672,8.198920260654407e-05,0.0008030117227790056,-0.0006337227446309635,0.5056179775280899
L13H2,418,13,False,False,False,True,False,0.04645007238938052,nan,nan,nan,0.006187644818525636,0.006909740105103911,0.00200316718455111,0.011912329411238766,0.5617977528089888,0.0006185726538234814,0.001708984375,,,,,,,,
L13H10,426,13,False,False,True,True,False,0.022031007812499996,0.002429971395435536,-0.002848491275303618,0.017880909408753115,-0.8754062066796455,-0.6808159699600734,-0.809259490618545,-0.5561666563655556,0.10112359550561797,-0.0609478988931201,-0.8156453132629394,,,,,,,,
L13H14,430,13,False,True,False,False,False,0.00022960239999999998,nan,nan,nan,-0.0018259749742580598,-0.0016259397013803547,-0.00722766900330447,0.004018154171075713,0.48314606741573035,-0.00014555711513619657,-0.006804752349853516,-0.0001656084917904286,-0.0019126634919241572,-0.0010849170470505617,1.0744902397553677,-0.0017470563395639484,0.00029991396357504036,-0.003729141294286492,0.43820224719101125
L13H19,435,13,False,True,False,False,False,0.0,nan,nan,nan,0.012679560013178192,0.01254989859763156,0.007386468099744132,0.017754447192288508,0.7078651685393258,0.0011234900246129879,0.016261863708496093,-2.440843689307738e-05,0.0026443995786516856,0.0010588570926966293,0.2126554231886595,0.002668803997254104,0.004126720348100983,0.0011974916029512212,0.6629213483146067
L13H22,438,13,True,False,False,False,False,0.0090906683805668,-0.00214931690424498,-0.007490238298279501,0.003123741655660297,-0.005040678533128976,-0.005563995811376679,-0.015910556343164337,0.0036789553219012967,0.48314606741573035,-0.0004980991473707894,0.0014499664306640626,-1.458739966488956e-05,0.00018310546875,0.0003031184164325843,-0.03553007437165413,0.00019768918498178547,0.0032484453715635143,-0.0029697043172429117,0.48314606741573035
L13H30,446,13,False,False,False,True,True,0.00958044,nan,nan,nan,0.004156375844083893,0.00251370065667656,-0.0017696388651815692,0.0068431344594848285,0.5393258426966292,0.00022503111006587774,0.0009002685546875,,,,,,,,
L14H7,455,14,False,True,False,False,False,0.0,nan,nan,nan,0.03020089923330907,0.031542515486813666,0.018938098730665914,0.044712212112512466,0.6966292134831461,0.0028237440505952537,0.01832103729248047,-0.00104228968030951,0.017824322989817416,0.011122114202949437,0.598132658751438,0.018866608651836266,0.024599147378728623,0.013302720664592272,0.7415730337078652
L14H10,458,14,True,False,False,False,False,0.022978607886266093,0.00213947511523587,0.0007317206410641331,0.007978411406133559,-0.011051184174688429,-0.005866050720214844,-0.02007475019840712,0.008527001102318923,0.4044943820224719,-0.0005251396588398708,-0.005430841445922851,-1.1225764671068514e-05,-0.0017885358146067416,0.00029008843925561797,0.3029830720865704,-0.001777314068226332,0.0008482805798562689,-0.004385335458798355,0.47191011235955055
L14H23,471,14,True,False,False,False,False,0.03110535797427653,0.0004523403464133526,-0.00208875297751111,0.016051315500092582,-0.2559907279929586,-0.21156842521067415,-0.26151647768663555,-0.16342669524503567,0.1348314606741573,-0.018939994885068603,-0.20261282920837403,0.0010118913114740607,-0.023751591028792134,-0.017400505837429775,0.11704718070916423,-0.024763487697987075,-0.016664005129524834,-0.033079264405068386,0.25842696629213485
L14H26,474,14,False,False,True,True,False,0.009579457857142856,-0.0019489471892464082,0.004759788574754365,0.008403222244750293,0.38685306213963566,0.3985126634662071,0.3332735211661692,0.4640110617273309,0.9213483146067416,0.03567558722512163,0.40526065826416013,,,,,,,,
L15H0,480,15,True,False,False,False,False,0.02989050219853431,-0.0002596606558654457,0.0004762527590274757,0.008470639153771723,0.0029961905151793962,0.005019761203380113,-0.0018372089675303255,0.011796554688657259,0.5955056179775281,0.000449378263422875,0.0052623748779296875,-0.0001949607656243142,6.926461551966293e-05,-0.0014380980073735955,0.052636241476068955,0.0002642213628533181,0.0024198703551560298,-0.0018613303645273274,0.5168539325842697
L15H2,482,15,True,False,False,False,False,0.0194408174282678,-0.0028712814878946898,-0.0016369094570703932,0.012361621928344162,0.012268916813635759,0.015397532602374473,-0.011706402596462977,0.04384905153445982,0.4943820224719101,0.0013784154627102464,0.014857101440429687,-0.00010160314902830659,0.008490058813202247,0.004042036077949438,0.5579892243839025,0.008591657274224784,0.010217409589317408,0.0070383326391155795,0.8651685393258427
L15H3,483,15,True,True,False,False,False,0.024743879927007297,0.002496163899373652,0.0024346823793218366,0.014446304032552561,-0.10818099413914711,-0.10603228311860159,-0.13001313356871014,-0.08327130199818132,0.16853932584269662,-0.009492205171535865,-0.11119871139526367,-0.0005919357364097338,-0.049456992845856744,-0.030864586990870788,0.4608507870483184,-0.04886506112773767,-0.03754624891816901,-0.06046072258038467,0.1348314606741573
L15H10,490,15,False,False,False,True,False,0.10345144230769232,nan,nan,nan,-0.0030026415224302183,-0.00146431333563301,-0.006035312909758493,0.0031272233202216324,0.5056179775280899,-0.0001310880253488208,0.002605628967285156,,,,,,,,
L15H18,498,15,True,False,False,False,False,0.01792206830769231,0.005405640118794205,0.007893532374978855,0.015534087721141985,0.009767041006648724,0.0262743274817306,-0.0044389131363858,0.05646528045782879,0.6179775280898876,0.0023521261625739417,0.034339070320129395,-0.0005578713470630432,0.039938851688685044,0.01307249604985955,1.541303732535728,0.040496719017457425,0.06321333928054639,0.01788861389910237,0.7078651685393258
L15H25,505,15,False,False,True,True,False,0.0,nan,nan,nan,0.6668913751798734,0.6793103164501404,0.6011950119157855,0.7587808346480464,0.9775280898876404,0.06081311001926796,0.6612307786941528,,,,,,,,
L15H27,507,15,False,False,False,True,True,0.0,nan,nan,nan,0.0062146842122611625,0.006103997819879082,0.0027472925989815355,0.009585742602187577,0.6404494382022472,0.0005464411212205162,0.010307693481445312,,,,,,,,
L15H28,508,15,True,True,False,False,False,0.03067314757505774,-0.0024099882633476627,-0.007036695547076813,0.009402813379154955,0.010487804911360981,0.014789993843335784,0.005753466118587537,0.024130565128969335,0.6067415730337079,0.0013240274746292482,0.01098775863647461,-6.577406036719847e-05,0.011327850684691011,0.001540966248244382,0.7703601628834765,0.01139362206619777,0.018053044362014582,0.004875789465529195,0.6067415730337079
L15H29,509,15,True,False,False,False,False,0.022287219296116503,0.003970118498689794,0.00473962585027847,0.007870865965327411,0.004074541656326586,0.004315520940202005,-0.0004997264133410505,0.009080251013295034,0.5280898876404494,0.00038633337868087815,0.005626106262207031,-0.00023694788472036296,-0.0007077334971910112,0.00016733233848314607,-0.1090925004686664,-0.00047079097019152695,0.0004420453912756408,-0.001356338918878791,0.47191011235955055
L16H0,512,16,False,True,False,False,False,0.028124021210605303,0.002478846472187681,-0.0012867747290671073,0.009867893783269306,-0.005777428261517139,-0.002271389693356632,-0.015115673756331539,0.010448841164621069,0.5056179775280899,-0.00020333898657767048,-0.014306640625,-0.0007720345191741258,-0.0035825579353932586,-0.008806207206811799,1.237359858661578,-0.002810526429937127,0.007491007279813947,-0.012991595937964623,0.4157303370786517
L16H1,513,16,True,True,True,True,False,0.013662106109324758,-0.003545162240658631,-0.0003739886094547605,0.008229000970687203,0.8121692788148864,0.8679152553001147,0.765050946192795,0.9727189611852836,0.9775280898876404,0.07769737133359268,0.8772293090820312,-0.05148906788129485,0.8052009839690133,0.33155874188026685,0.9870664706034973,0.8566900478320175,0.9588223192129242,0.7574568143051662,0.9775280898876404
L16H2,514,16,True,True,False,False,False,0.013778411706144867,0.0004221315952438291,-0.0015128969336526807,0.010645092422297844,0.005731874898996916,0.00660122110602561,0.0025521259629324583,0.010791212923071357,0.5842696629213483,0.0005909534650968515,0.009399223327636718,-0.00018414352717024556,0.008215743504213483,0.0023213933023174156,1.2724741192846332,0.00839988301309307,0.012229904030146222,0.0048369664824410765,0.6966292134831461
L16H4,516,16,True,True,False,True,False,0.019603921287128716,0.001408896419734368,-0.006271048636077127,0.014352391658469268,0.02427639065341752,0.02572816141535727,0.019025598884968273,0.032801981052655825,0.7752808988764045,0.0023032323709166647,0.015938568115234374,-0.0006935663437575437,0.020252013474367978,0.00917653287394663,0.8141108671423503,0.020945575799834863,0.02614849846014816,0.01590729630395268,0.8202247191011236
L16H16,528,16,True,False,False,False,False,0.009384113184713376,0.0004873624525410584,0.0029315567785190132,0.008767634998233161,0.020703682574911796,0.0211655745345555,0.01658788196156534,0.025954026050781936,0.8202247191011236,0.0018947811944284125,0.019186019897460938,-0.0006830973571605896,0.01494606961025281,0.00883226716116573,0.7384237514368504,0.01562916294912274,0.019141701232181504,0.012201124630617292,0.8202247191011236
L16H18,530,16,False,False,False,True,False,0.027315871657754006,nan,nan,nan,0.0027886805068335256,0.0032192348094468707,0.0005594644653663206,0.005904349718201026,0.651685393258427,0.0002881918261859914,0.0036447525024414064,,,,,,,,
L16H21,533,16,True,True,True,True,False,0.02399051104841105,0.0008167102334585437,0.000755810777146795,0.012267691590322717,0.6954315940880876,0.9245236214627041,0.8070944874474172,1.0480327687906414,0.9887640449438202,0.08276505647849984,0.9031507492065429,0.010636170258682765,0.9034560985779494,0.31869746861832865,0.9657080723242429,0.892819924300976,1.0124849253825925,0.7781484451186791,0.9887640449438202
L16H24,536,16,True,True,False,False,False,0.013620732005792904,-0.0028182624189707294,-0.0013875555734668109,0.011246853959233877,-0.05195106234234036,-0.0456918277097552,-0.06446965839085954,-0.02802201415715593,0.34831460674157305,-0.004090416527184783,-0.07189035415649414,-0.0006693655185485154,-0.042651572923981744,-0.04148470417837079,0.9188122587348522,-0.04198221142372389,-0.024421540271030388,-0.060289498393455244,0.30337078651685395
L16H31,543,16,True,True,False,False,False,0.014935101886792455,-0.0002021492222216707,0.006046854284852589,0.012303555109177805,-0.1935377285797463,-0.18757959965909465,-0.2127376680963495,-0.16336853115746147,0.02247191011235955,-0.016792471062488313,-0.17643308639526367,0.0008965784244323045,-0.17200701424245085,-0.07585846975948034,0.9217611989758328,-0.1729035966851738,-0.1514023527670443,-0.19499107251006567,0.02247191011235955
L17H1,545,17,False,False,True,True,False,0.00936505,nan,nan,nan,3.361867394926173,5.701261729336856,5.294162013959348,6.111562737722075,1.0,0.510387445028964,5.741884040832519,,,,,,,,
L17H3,547,17,False,False,True,True,False,0.022792675486381322,nan,nan,nan,-0.5400773121666665,-0.5459773085090551,-0.6252317237050345,-0.46780846895796535,0.056179775280898875,-0.0488768937057972,-0.524808692932129,,,,,,,,
L17H5,549,17,True,False,False,False,False,0.03486999386792453,0.006059165166116858,-0.0027579994848387214,0.022880036868702838,-0.014588695634261108,-0.013264061359876997,-0.023959811617819113,-0.0024197539586699552,0.34831460674157305,-0.0011874231897370652,-0.007547855377197266,-0.00041436211446697793,-0.059120435393258425,-0.004388359155547753,4.42595016906391,-0.058706074618221665,-0.049677179904466275,-0.06800618814618399,0.06741573033707865
L17H16,560,17,False,False,False,True,False,0.11927306306306305,nan,nan,nan,0.0008032669725610738,0.0005978144956438728,-0.0009258315804299344,0.0021162738960780456,0.5168539325842697,5.351745412123796e-05,0.000238037109375,,,,,,,,
L17H17,561,17,False,False,True,True,False,0.0,nan,nan,nan,0.5266509741816795,0.5325947504365043,0.4701429204994373,0.5979181919205054,0.9775280898876404,0.04767886247221,0.5068926811218262,,,,,,,,
L17H19,563,17,False,False,False,True,False,0.05039389999999999,nan,nan,nan,-0.0045494481658280485,-0.004876790421732356,-0.01234920975867282,0.0023136300987072022,0.5168539325842697,-0.000436579255865739,0.007430744171142578,,,,,,,,
