config_id,direction,family,effect,shared_prefix
434:fact3_template:single:434:,noise,64,0.062255859375,False
434:fact3_template:single:434:,noise,82,-0.0447998046875,False
434:fact3_template:single:434:,noise,96,0.18437957763671875,False
434:fact3_template:single:434:,noise,98,0.204986572265625,False
434:fact3_template:single:434:,noise,102,0.11238861083984375,False
434:fact3_template:single:434:,noise,116,0.2008056640625,False
434:fact3_template:single:434:,noise,130,-0.0410614013671875,False
434:fact3_template:single:434:,noise,150,0.022705078125,False
434:fact3_template:single:434:,noise,154,0.2747802734375,False
434:fact3_template:single:434:,noise,162,0.04541015625,False
434:fact3_template:single:434:,noise,176,0.0687255859375,False
434:fact3_template:single:434:,noise,178,0.19518661499023438,False
434:fact3_template:single:434:,noise,186,0.20062255859375,False
434:fact3_template:single:434:,noise,192,0.1153564453125,False
434:fact3_template:single:434:,noise,196,-0.009765625,False
