layer,head,ri_first,ri_last,first_order_mean,final_estimate_mean,exact_subset_mean,exact_subset_mean_abs,exact_all_pairs_mean
1,12,0.009436951506849317,0.00011633595890410958,-0.009166221798847565,-0.009166221798847565,-0.009549331665039063,0.11640968322753906,
1,13,0.01754203333333333,0.006773266666666666,-0.018608128075132124,-0.018608128075132124,-0.034194564819335936,0.07886238098144531,
1,14,0.0,0.0,-0.001382117895272121,-0.001382117895272121,-0.0013063430786132812,0.011776924133300781,
1,15,0.0,0.0,0.0031665286984166466,0.0031665286984166466,-2.899169921875e-05,0.02197113037109375,
1,16,0.011797407142857144,0.01425687845,0.004649326134619586,0.004649326134619586,-0.022988414764404295,0.06705522537231445,
1,17,0.005055343935611039,0.0016549649605781865,-3.5910873694784855e-05,-3.5910873694784855e-05,-0.007696914672851563,0.12997474670410156,
1,18,0.0,0.0,-0.02060748220603191,-0.02060748220603191,0.00036449432373046874,0.0912363052368164,
1,19,0.0,0.0,0.01277818432302748,0.01277818432302748,0.02365264892578125,0.06734123229980468,
1,20,0.0,0.045315,-0.0006733386966352759,-0.0006733386966352759,-0.0011941909790039063,0.017249488830566408,
1,21,0.007808834000000001,0.008779820506024095,-0.002074702145640341,-0.002074702145640341,-0.004691505432128906,0.02588787078857422,
1,22,0.0,0.0,-0.00983966970973219,-0.00983966970973219,0.021665191650390624,0.04971466064453125,
1,23,0.0,0.0,0.004577061620519988,0.004577061620519988,0.0018610000610351563,0.023060035705566407,
1,24,0.0,0.0,-0.03224565540806631,-0.03224565540806631,-0.06355323791503906,0.4142002105712891,
1,25,0.0,0.0,-0.1338397576212046,-0.1338397576212046,-0.28951225280761717,0.5797031402587891,
1,26,0.0032756861538461536,0.04146888461538461,0.007333108413640117,0.007333108413640117,0.0035785675048828126,0.04050178527832031,
1,27,0.07572950371456501,0.015349735239491692,-0.01097528090349953,-0.01097528090349953,-0.02895050048828125,0.10504302978515626,-0.021794962079337475
1,28,0.0,0.0,-0.0017070189488559877,-0.0017070189488559877,-0.0009008407592773438,0.006226539611816406,
1,29,0.0,0.0,0.0016540515591688663,0.0016540515591688663,-0.0018306732177734374,0.011545181274414062,
1,30,0.021899858823529413,0.01309085294117647,0.001485639540190819,0.001485639540190819,-0.00640716552734375,0.021538543701171874,
1,31,0.0,0.0,-0.007066633657609856,-0.007066633657609856,0.000957489013671875,0.12489547729492187,
2,0,0.008403601678321678,0.015281606993006992,-0.0028982014951866456,-0.0028982014951866456,-0.0032329559326171875,0.009952926635742187,
2,1,0.0,0.0,0.018761072857200765,0.018761072857200765,0.02518291473388672,0.14058704376220704,0.008900990646876645
2,2,0.0,0.0,9.689386047029167e-05,9.689386047029167e-05,0.0010141372680664063,0.008080482482910156,
2,3,0.011587120444444444,0.0033165504444444445,0.007627595577054144,0.007627595577054144,0.0018545150756835937,0.09543170928955078,
2,4,0.0,0.0,-0.00019524320243894427,-0.00019524320243894427,0.0007814407348632812,0.006848335266113281,
2,5,0.0,0.0,0.004316488664147308,0.004316488664147308,0.016825103759765626,0.06264801025390625,
2,6,0.0,0.0,0.0023323974995272173,0.0023323974995272173,-0.005806922912597656,0.03268108367919922,
2,7,0.00565137611111111,0.031750638888888884,-0.015094086816246632,-0.015094086816246632,-0.0075225830078125,0.050336456298828124,
2,8,0.0,0.0,-0.005760207536808225,-0.005760207536808225,0.03610858917236328,0.13714885711669922,
2,9,0.0,0.0,0.00012490468140916502,0.00012490468140916502,-0.0002056121826171875,0.010015487670898438,
2,10,0.0,0.0,2.3552791553607024e-05,2.3552791553607024e-05,0.0012121200561523438,0.006107902526855469,
