head,groups,stage2_P,stage3_F,F_family_sd,F_positive_family_fraction,F_promotion,F_suppression,P_common40,F_common40,routing_importance,value_importance,AV_interaction_importance,position_comparisons,contextual_RI_status,reverse_P_recovery,reverse_F_recovery
L7H25,RI-selected_small-effect,0.0032631520474894664,-0.0007265739226609134,0.003565417570317471,0.38202247191011235,-0.000724878204002809,-1.6917003674453564e-06,-0.004505348205566406,-0.0012355804443359374,-0.0005122891972573955,-0.0005497182353159015,0.00032411800341659717,1724,completed; eligibility varies by metric (see support table),,
L8H8,RI-selected_small-effect,-0.04493177606818381,-0.00025186645850706636,0.003796714783124688,0.42696629213483145,-0.00042313136411516856,0.00017127160275920054,-0.04021615982055664,-0.00012454986572265624,0.00025816178053952334,-0.00023038735550441099,-7.874778147493855e-05,1724,completed; eligibility varies by metric (see support table),,
L8H15,moderate-effect_supplement,0.279438067018316,-0.00044379341468382417,0.004218912540425156,0.449438202247191,-0.0004491913184691011,5.4046009363753075e-06,0.3670095443725586,-0.0007732391357421875,-0.0002949746806969803,-0.0005269559581628007,0.0009324202376804995,1724,completed; eligibility varies by metric (see support table),,
L8H16,RI-selected_small-effect,-0.005253866817174333,-0.0008983397751711728,0.0033815438912181955,0.39325842696629215,-0.0009662756759129214,6.794125846262728e-05,-0.0037628173828125,-0.0020221710205078126,-3.356612130497279e-05,0.0005917709864927142,-0.0007327433382527212,1724,completed; eligibility varies by metric (see support table),,
L9H6,RI-selected_small-effect,-0.034904565704002806,0.001134968875499254,0.0048445475454992806,0.6292134831460674,0.000892896330758427,0.0002420765630314859,-0.06325407028198242,0.000374603271484375,-0.00042313136411516856,0.0006729083114795471,0.0008025544413020102,1724,completed; eligibility varies by metric (see support table),,
L9H16,RI-selected_small-effect,0.09501922800299827,-0.0006317556574103537,0.0037192283806589694,0.4606741573033708,-0.0008154022559691012,0.00018365195627962605,0.1090993881225586,-0.001099395751953125,0.00031453036190418716,-0.00032430284478691186,-0.0002465248107910156,1724,completed; eligibility varies by metric (see support table),,
L9H17,RI-selected_small-effect,0.027045694629797775,0.0008761213066872586,0.006302956016984506,0.5393258426966292,0.0007152771681882022,0.00016084815678971538,0.03446216583251953,-0.0007171630859375,-0.000822469089808089,-0.0008955296505703016,0.002363137984543704,1724,completed; eligibility varies by metric (see support table),,
L9H22,RI-selected_small-effect,-0.0020332443580198824,-0.0007952465100234813,0.003873484223969506,0.43820224719101125,-0.0010101661253511236,0.00021491827589742253,-0.0012098312377929687,-0.0008440017700195312,-0.0010707485541868746,-0.0005507094136784586,0.0010719701145472152,1724,insufficient matched support: see contextual_ri.csv,,
L9H23,random-controls,0.0005100711008136192,-0.00043517552065045644,0.0032029427317723336,0.4943820224719101,-0.0005081691099016853,7.299760754188795e-05,-0.0002071380615234375,-0.0013641357421875,-0.0006380402640010534,4.404582334368416e-05,0.00011908606197057145,1724,insufficient support: zero saved scored events,,
L9H26,random-controls,-0.0016403091087769926,-0.0009253373306788755,0.0045570123465663425,0.4157303370786517,-0.0009909640537219102,6.56307413336936e-05,-0.007602882385253906,-0.0009317398071289062,-0.0003343164251091775,-0.0010167079025440002,0.0006507916396923279,1724,insufficient support: zero saved scored events,,
L10H16,RI-selected_small-effect,-0.047743142320868674,0.0009239496809712956,0.005838580984376689,0.5955056179775281,0.0004827949438202247,0.00044115875544172993,-0.026601189374923707,-0.0014636993408203125,-0.0001363781061065331,0.00043136618110571016,0.0006675854157865717,1724,completed; eligibility varies by metric (see support table),,
L11H3,RI-selected_small-effect,0.021330653951409158,0.0030929104665691934,0.00862665451289241,0.6179775280898876,0.0028432781776685395,0.000249636307191313,0.03150653839111328,0.0033695220947265623,-0.0015947282984015646,0.0018645350852709139,0.002780756253874704,1724,completed; eligibility varies by metric (see support table),,
L11H4,RI-selected_small-effect,0.004021395458264298,0.00043840086861942593,0.004972743532552396,0.5617977528089888,0.00019956438728932586,0.00023884049962075908,0.00442657470703125,-3.681182861328125e-05,0.00011723764826742451,0.00012052193116605952,0.0009408640057853099,1724,completed; eligibility varies by metric (see support table),,
L11H7,RI-selected_small-effect,-0.0018788294845752502,-0.00025024842680170293,0.00381327641837225,0.42696629213483145,-0.00039775719803370786,0.00014751278952266394,0.014999198913574218,-0.0003124237060546875,0.0002992019224702642,0.0004975286762366134,-0.000789899504586552,1724,completed; eligibility varies by metric (see support table),,
L11H15,RI-selected_small-effect,-0.05035826865206944,-0.0029604354601227836,0.0093065775423389,0.3707865168539326,-0.0026265690835674156,-0.00033385967940426943,-0.0675471305847168,-0.0018674850463867188,-8.933731679166301e-05,-0.002422097023953213,6.40220856398679e-05,1724,completed; eligibility varies by metric (see support table),,
L11H20,random-controls,-0.0025060739410057496,-0.0006536151585953959,0.004781043887604521,0.47191011235955055,-0.0007406513342696629,8.704019396492605e-05,-0.010481643676757812,0.0001766204833984375,6.4405162682694e-05,-0.0001393971818216731,-7.072995217998377e-05,1724,insufficient support: zero saved scored events,,
L11H27,random-controls,-0.004102074698116002,0.0029773872889829484,0.02165746740100525,0.5617977528089888,0.0035002633426966293,-0.0005228693565625823,0.014305877685546874,0.004799842834472656,0.0005377973063608233,0.0016834441195713,0.0005405886789386192,1724,completed; eligibility varies by metric (see support table),,
L12H2,RI-selected_small-effect,0.01014419619956713,-0.0006904869936825185,0.004941357326985343,0.48314606741573035,-0.0008894673893960674,0.00019898709286464734,0.012058448791503907,-0.0022142410278320314,-0.00021769491474280198,-0.001466209968824065,0.0011369565899452467,1724,completed; eligibility varies by metric (see support table),,
L12H9,RI-selected_small-effect,-0.006060691362016656,0.00040807081072517993,0.014451986510283243,0.4943820224719101,0.0006755014483848314,-0.000267428628514322,-0.004613304138183593,0.0013875961303710938,-0.0012174134843804863,-0.00039355674486481743,0.001958423785949021,1724,completed; eligibility varies by metric (see support table),,
L12H17,moderate-effect_supplement,0.21354269713498233,0.011775849910264605,0.02164671009936214,0.6966292134831461,0.011961519048455056,-0.00018566511989979263,0.2296274185180664,0.016483306884765625,-0.0007952411523026027,0.011491946959763431,0.0012720113389947441,1724,completed; eligibility varies by metric (see support table),,
L13H1,RI-selected_small-effect,0.001138933588949482,8.198920260654407e-05,0.003509161575165646,0.5056179775280899,-0.00020779384655898877,0.00028978706745619185,-0.0008211135864257812,0.000234222412109375,-0.0004184058543001668,-0.0005001271708627765,0.0008029991321349412,1724,completed; eligibility varies by metric (see support table),,
L13H10,strong-negative,-0.6808159699600734,-0.02869138289033697,0.03297237770190499,0.19101123595505617,-0.027826544943820225,-0.0008648312493656458,-0.8156453132629394,-0.030933094024658204,-0.0012219086121977045,-0.027539858657322572,0.00011450521061929424,1724,completed; eligibility varies by metric (see support table),,
L13H22,RI-selected_small-effect,-0.005563995811376679,0.00019768918498178547,0.015125236236597322,0.48314606741573035,0.00018310546875,1.458739966488956e-05,0.0014499664306640626,-0.00302886962890625,0.0005163878537295909,-0.0009716253602102901,0.0005745700236116902,1724,completed; eligibility varies by metric (see support table),,
L13H30,random-controls,0.00251370065667656,-0.00023725595367088748,0.006201124038782707,0.39325842696629215,-0.000251684295997191,1.4432695474517479e-05,0.0009002685546875,0.0003326416015625,-4.810697576972876e-05,0.0007769150680370545,-0.0008779402529255728,1724,insufficient support: zero saved scored events,,
L14H10,RI-selected_small-effect,-0.005866050720214844,-0.001777314068226332,0.01296463948014814,0.47191011235955055,-0.0017885358146067416,1.1225764671068514e-05,-0.005430841445922851,-0.004186248779296875,-0.00016283185294504914,-0.0009866778770189607,-0.0008411702145351453,1724,completed; eligibility varies by metric (see support table),,
L14H23,moderate-effect_supplement,-0.21156842521067415,-0.024763487697987075,0.03995657309778829,0.25842696629213485,-0.023751591028792134,-0.0010118913114740607,-0.20261282920837403,-0.020624399185180664,0.0003768165459793605,-0.023976336704211287,-0.001109819733694698,1724,completed; eligibility varies by metric (see support table),,
L14H26,strong-positive_outside-RI,0.3985126634662071,0.006610398881890801,0.07969121937582388,0.5842696629213483,0.004307436139396067,0.002302966760785392,0.40526065826416013,0.00377197265625,-0.0012935466980666258,0.009626072444272845,-0.0015038426002759611,1724,completed; eligibility varies by metric (see support table),,
L15H0,RI-selected_small-effect,0.005019761203380113,0.0002642213628533181,0.010296650467015955,0.5168539325842697,6.926461551966293e-05,0.0001949607656243142,0.0052623748779296875,-0.002443885803222656,0.0004781283689348885,-0.0009892897659473205,0.0007155263022090612,1724,completed; eligibility varies by metric (see support table),,
L15H2,RI-selected_small-effect,0.015397532602374473,0.008591657274224784,0.00774332566875112,0.8651685393258427,0.008490058813202247,0.00010160314902830659,0.014857101440429687,0.008808326721191407,-0.002353341391917025,0.007355856091788645,0.0037895588392622016,1724,completed; eligibility varies by metric (see support table),,
L15H3,moderate-effect_supplement,-0.10603228311860159,-0.04886506112773767,0.05467008630334966,0.1348314606741573,-0.049456992845856744,0.0005919357364097338,-0.11119871139526367,-0.05139713287353516,-0.010257994191030437,-0.04987742391864905,0.011419060524929775,1724,completed; eligibility varies by metric (see support table),,
L15H18,RI-selected_small-effect,0.0262743274817306,0.040496719017457425,0.10845066132619048,0.7078651685393258,0.039938851688685044,0.0005578713470630432,0.034339070320129395,0.037186813354492185,-0.006762804610005925,0.051234347096989666,-0.0038643794113330625,1724,completed; eligibility varies by metric (see support table),,
L15H25,strong-positive_outside-RI,0.6793103164501404,0.16857893547315275,0.1594542925264379,0.9550561797752809,0.16585429330890097,0.0027246461825424367,0.6612307786941528,0.12880516052246094,0.005101771836870172,0.16514237007398283,-0.0015590753448143434,1724,insufficient support: zero saved scored events,,
L15H27,random-controls,0.006103997819879082,0.0036656936902678414,0.012276910084775518,0.5842696629213483,0.0036909124824438203,-2.5216448173094333e-05,0.010307693481445312,0.006563377380371094,0.0004867435841078169,0.0041139688384666875,-0.0007848846778441012,1724,insufficient support: zero saved scored events,,
L15H28,RI-selected_small-effect,0.014789993843335784,0.01139362206619777,0.03185830307144871,0.6067415730337079,0.011327850684691011,6.577406036719847e-05,0.01098775863647461,0.013408756256103516,0.001190153400549728,0.013127809160211112,-0.0030513077639461902,1724,completed; eligibility varies by metric (see support table),,
L15H29,RI-selected_small-effect,0.004315520940202005,-0.00047079097019152695,0.0044044130724809755,0.47191011235955055,-0.0007077334971910112,0.00023694788472036296,0.005626106262207031,-0.0023786544799804686,-0.0005740315726633822,-0.0007739442118098227,0.0009357661343692394,1724,completed; eligibility varies by metric (see support table),,
L16H1,strong-positive_RI-selected,0.8679152553001147,0.8566900478320175,0.48388150713987543,0.9775280898876404,0.8052009839690133,0.05148906788129485,0.8772293090820312,0.8571853637695312,0.043036728762508775,0.8221738184435984,-0.008674780304512282,1724,completed; eligibility varies by metric (see support table),,
L16H2,RI-selected_small-effect,0.00660122110602561,0.00839988301309307,0.017993419460911233,0.6966292134831461,0.008215743504213483,0.00018414352717024556,0.009399223327636718,0.011208152770996094,0.00019798921735099192,0.008819756882913997,-0.0005173254548833611,1724,completed; eligibility varies by metric (see support table),,
L16H4,RI-selected_small-effect,0.02572816141535727,0.020945575799834863,0.024735743310160454,0.8202247191011236,0.020252013474367978,0.0006935663437575437,0.015938568115234374,0.016507720947265624,0.0029098746481906164,0.020110108879175078,-0.0020967038829674883,1724,completed; eligibility varies by metric (see support table),,
L16H16,RI-selected_small-effect,0.0211655745345555,0.01562916294912274,0.016773916078982935,0.8202247191011236,0.01494606961025281,0.0006830973571605896,0.019186019897460938,0.012041664123535157,0.004612017213628533,0.014134235596388912,-0.0029928175251135664,1724,completed; eligibility varies by metric (see support table),,
L16H21,strong-positive_RI-selected,0.9245236214627041,0.892819924300976,0.5649966644448682,0.9887640449438202,0.9034560985779494,-0.010636170258682765,0.9031507492065429,0.8809165954589844,-0.05224114857362897,0.9448671555251218,0.0001660143391469891,1724,completed; eligibility varies by metric (see support table),,
L16H24,RI-selected_small-effect,-0.0456918277097552,-0.04198221142372389,0.08706752683400351,0.30337078651685395,-0.042651572923981744,0.0006693655185485154,-0.07189035415649414,-0.06528987884521484,-0.003973130429728648,-0.04088929529940145,0.0030018560002359113,1724,completed; eligibility varies by metric (see support table),,
L16H31,moderate-effect_supplement,-0.18757959965909465,-0.1729035966851738,0.10619007505678946,0.02247191011235955,-0.17200701424245085,-0.0008965784244323045,-0.17643308639526367,-0.16232614517211913,-0.0067957010162010625,-0.1656891710302803,-6.821718108787965e-05,1724,completed; eligibility varies by metric (see support table),,
L17H1,strong-positive_outside-RI,5.701261729336856,-0.05559627393658242,0.028164410448776253,0.011235955056179775,-0.05453765526246489,-0.0010586153255419785,5.741884040832519,-0.05195693969726563,-0.0001274280333786868,-0.05371146255664611,-0.0016355889566828695,1724,insufficient matched support: see contextual_ri.csv,5.21438650334819,-0.054581277825859156
L17H3,strong-negative,-0.5459773085090551,-0.4022092337018988,0.2617148265396189,0.033707865168539325,-0.4153816137420997,0.013172384058491568,-0.524808692932129,-0.40670166015625,-0.10101765996954415,-0.35607092835929954,0.05497087521499462,1724,insufficient matched support: see contextual_ri.csv,,
L17H5,RI-selected_small-effect,-0.013264061359876997,-0.058706074618221665,0.043964085160971465,0.06741573033707865,-0.059120435393258425,0.00041436211446697793,-0.007547855377197266,-0.06163444519042969,0.0005107997508531206,-0.05570000209165423,-0.003531054164586442,1724,completed; eligibility varies by metric (see support table),,
L17H17,strong-positive_outside-RI,0.5325947504365043,0.5135603861862355,0.29836435629285335,0.9887640449438202,0.4991298204057672,0.01443056979875886,0.5068926811218262,0.5041862487792969,-0.011850158819991552,0.5176870635386264,0.007713853643181619,1724,insufficient support: zero saved scored events,,
L17H24,strong-positive_RI-selected,0.43262004316522834,0.42919445573613885,0.2041671172171116,0.9887640449438202,0.4003553069039677,0.02883915017160137,0.4964737892150879,0.483038330078125,-0.006209678864211179,0.42198268483194074,0.013713874173968027,1724,completed; eligibility varies by metric (see support table),,
L18H5,random-controls,-0.008214977350127831,-0.008961701661013486,0.012073987867187852,0.29213483146067415,-0.009149787131320225,0.00018808680973695906,-0.006192302703857422,-0.007008552551269531,-0.0008844150586074657,-0.0077963330772485625,-0.0001452103089750483,1724,insufficient support: zero saved scored events,,
L18H15,RI-selected_small-effect,0.006046246946527717,0.005192488766788097,0.015663805919801616,0.6179775280898876,0.006008876843398877,-0.0008163807097445713,0.004854774475097657,0.004786491394042969,0.00018988566452197815,0.007354864913426088,-0.0023524011119028156,1724,completed; eligibility varies by metric (see support table),,
L18H18,strong-positive_outside-RI,2.7036942390913374,2.7233197555113375,0.9807158601733058,1.0,2.617969298630618,0.10535046089901014,2.767562675476074,2.7680044174194336,0.10974017153964953,2.8844732273830456,-0.27089053593324813,1724,completed; eligibility varies by metric (see support table),2.8479198257574874,2.864847402894095
L18H19,strong-positive_RI-selected,3.0721382344706676,3.0789664997143693,0.9780862213737684,1.0,2.875833339905471,0.2031331638271889,3.0803802490234373,3.0843584060668947,0.08061873510982213,3.157418727874756,-0.15917288855220493,1724,completed; eligibility varies by metric (see support table),3.218803662932321,3.2245959164051525
L18H22,random-controls,0.08317061756434066,0.08876946802889363,0.07174065101215887,0.9438202247191011,0.0886669373244382,0.00010253472274608827,0.0702291488647461,0.084954833984375,0.017659535568751647,0.08767392662134063,-0.01672751180241617,1724,completed; eligibility varies by metric (see support table),,
L18H24,strong-negative,-0.5346279197864319,-0.5696672428859754,0.32507977610168926,0.033707865168539325,-0.6000376497761587,0.030370410908474012,-0.6463672637939453,-0.6711137771606446,-0.02824838509720363,-0.5350653991270601,-0.006307167953319764,1724,insufficient support: zero saved scored events,,
L19H16,strong-negative,-0.8197843251603373,-0.8292487685600024,0.42989771289500855,0.0,-0.8271018038974719,-0.002146960309382235,-0.8508807420730591,-0.8590944766998291,-0.16423480430345858,-0.6859003399195296,0.02089315317989735,1724,completed; eligibility varies by metric (see support table),,
L19H20,random-controls,0.001910172151715568,0.0012614593077241705,0.005308570307897116,0.5056179775280899,0.0011246927668539326,0.0001367705591608969,-0.0015830039978027345,-0.0005147933959960937,0.0028313143869464316,0.0010452431239438861,-0.002523341875397757,1724,insufficient support: zero saved scored events,,
L19H22,strong-positive_outside-RI,0.4289205958334248,0.4194150935398059,0.24192374079259804,0.9775280898876404,0.4073829222261236,0.012032175331972959,0.48919200897216797,0.4663902521133423,0.014048220066542036,0.41998134034403256,-0.014581709765316395,1724,completed; eligibility varies by metric (see support table),,
L20H1,strong-negative,-1.5629723634612693,-1.5264921509817746,0.7658995967518462,0.0,-1.487522768170646,-0.03896937879283777,-1.4342435836791991,-1.431660270690918,-0.21467035807920307,-1.2969278807050726,-0.01472154895911056,1724,insufficient matched support: see contextual_ri.csv,-1.62775938698415,-1.580464695276839
L20H7,RI-selected_small-effect,-0.026114008399877656,-0.026040495111701194,0.35339154236346787,0.3258426966292135,-0.04983074745435393,0.0237902563609434,-0.07729547023773194,-0.07557897567749024,-0.039472783549448075,-0.00262304370322924,0.016121585717361966,1724,completed; eligibility varies by metric (see support table),,
L20H14,RI-selected_small-effect,0.017254933882295417,0.017321302649680147,0.02633843144766767,0.7303370786516854,0.016967087649227528,0.0003542190187432793,0.013936424255371093,0.014473605155944824,2.0675444870852353e-05,0.018094250325406534,-0.0009731549895211552,1724,completed; eligibility varies by metric (see support table),,
L21H6,strong-positive_outside-RI,0.7023398956555998,0.6881023417697864,0.3172828605963576,1.0,0.636124343014835,0.05197800009438161,0.7522012710571289,0.7546694278717041,0.004665572991531887,0.6203096458751164,0.06311595741282688,1724,completed; eligibility varies by metric (see support table),,
L21H11,random-controls,1.3514850916487447e-05,0.0002945567784684428,0.0025236264727116083,0.5280898876404494,5.829200316011236e-05,0.00023627147245942876,-0.00031223297119140623,0.00022716522216796874,-0.0007585836260506276,-0.0005242315570959884,0.0015907448329282611,1724,insufficient support: zero saved scored events,,
L21H18,strong-positive_outside-RI,1.7040413363596028,1.7020256854175182,0.5708842272619736,1.0,1.4941471399885884,0.20787854944722037,1.8497880935668944,1.8519536972045898,0.011019240604357773,1.6949202130349834,-0.003994176896770348,1724,completed; eligibility varies by metric (see support table),1.7518310680818021,1.7580045635780592
L21H22,random-controls,8.256247874056355e-05,-0.0007512971256556136,0.004986773541734053,0.42696629213483145,-0.000510912262991573,-0.00024038352323382087,0.00032196044921875,-0.000222015380859375,-0.0009269633989655569,5.229403463642249e-05,0.00017073449124111218,1724,insufficient support: zero saved scored events,,
L21H23,strong-positive_outside-RI,0.6109174931986948,0.6030534519238419,0.3328675659246465,1.0,0.5720667464009831,0.030986709541149352,0.6337644577026367,0.6235842704772949,-0.0034353545542513387,0.6386165190278814,-0.031743863995155594,1724,insufficient support: zero saved scored events,,
L21H24,RI-selected_small-effect,0.012582998597220089,0.013237513852923105,0.016338688951477,0.7640449438202247,0.010726414369733145,0.002511102831765507,0.01803116798400879,0.02001190185546875,0.004286524954806553,0.008781250942958875,0.00018842568558253599,1724,completed; eligibility varies by metric (see support table),,
L21H25,RI-selected_small-effect,0.054679736662446785,0.049697066960709815,0.037455469696996015,0.9775280898876404,0.048729371488764044,0.0009677021690968717,0.05524449348449707,0.056159591674804686,0.0014155152138699307,0.04127741663643483,0.006915421968095758,1724,completed; eligibility varies by metric (see support table),,
L21H27,RI-selected_small-effect,0.04603419678934505,0.0503837660457311,0.15814097647221656,0.5617977528089888,0.06350125087780899,-0.013117478134926785,0.06289796829223633,0.04796590805053711,0.0011953450320811754,0.02062515194496412,0.028273609247100488,1724,completed; eligibility varies by metric (see support table),,
L22H5,strong-positive_RI-selected,0.9824650635880031,0.9838193989871593,0.39080570332082126,1.0,0.9194178206197331,0.06440158238571682,1.0682638168334961,1.066744041442871,-0.004524198810705978,1.040489668256781,-0.05227859368485011,1724,completed; eligibility varies by metric (see support table),1.0077442747823309,1.0084269716498557
L22H15,random-controls,-0.00013231427482004914,-7.61707177322902e-05,0.002392173859794907,0.4606741573033708,-0.00023385380091292134,0.00015768710147129016,-1.277923583984375e-05,-0.0004749298095703125,0.00026648767878500264,-0.0002427958370594496,-0.0001806355594249254,1724,insufficient support: zero saved scored events,,
L22H31,random-controls,0.01868989762295498,0.018732676345310853,0.05153875437259718,0.8314606741573034,0.0194482696190309,-0.0007155892554293857,0.014155864715576172,0.015243244171142579,0.00020393628752633428,0.010362951943043913,0.00798621874177054,1724,insufficient support: zero saved scored events,,
L23H10,RI-selected_small-effect,0.026634768153844256,0.03351576408643401,0.028486957504618902,0.9213483146067416,0.03357345066713483,-5.768524127060108e-05,0.016782760620117188,0.0280548095703125,0.005866522199652168,0.03238643689102001,-0.004731708698058396,1724,completed; eligibility varies by metric (see support table),,
L23H15,strong-negative,-0.9468907184815138,-0.953273545490222,0.5473221493237116,0.011235955056179775,-0.9417292562763343,-0.011544285195597102,-0.9492952346801757,-0.9637468338012696,-0.09324709217200118,-0.8512508145878824,-0.008835712175690727,1724,completed; eligibility varies by metric (see support table),-0.9253885558481967,-0.9282172931714004
L23H17,random-controls,-0.00037554944499155107,-0.0005208963758490059,0.002139061817865809,0.39325842696629215,-0.0005692042661516853,4.830922973289918e-05,-0.0004932403564453125,-0.0006253242492675782,-0.0004753745004032435,-0.0002023771907506364,0.00023933742823225727,1724,insufficient support: zero saved scored events,,
L24H17,RI-selected_small-effect,0.0346287770217724,0.036341265346227065,0.1443016722113711,0.6292134831460674,0.08025094364466293,-0.043909674280145194,0.03552989959716797,0.033620262145996095,-0.01691803771458315,0.01586012358076117,0.03742455364613051,1724,completed; eligibility varies by metric (see support table),,
L25H11,random-controls,0.00021147460080264658,0.0001285692279258471,0.002504873382561049,0.5393258426966292,3.0174683988764044e-05,9.839856222774205e-05,-0.00034027099609375,-0.0006702423095703125,0.0003473410445652651,-0.00018660406048378247,-0.00015353084949964888,1724,insufficient support: zero saved scored events,,
L25H13,random-controls,0.006096727392646704,0.006118643149900972,0.01720102326723254,0.6292134831460674,0.005775023042485955,0.000343624795420786,0.004630565643310547,0.005024147033691406,0.005237715967585531,-0.00021625904554731392,0.0011406962791185701,1724,insufficient support: zero saved scored events,,
L25H15,random-controls,-0.00019501568226332075,-0.0004291534423828125,0.0028873575553632746,0.4044943820224719,-0.00013235713658707866,-0.00029679228750507486,-0.0005311965942382812,-0.0008531570434570313,0.00022248471720834797,-0.00043814905573812764,-0.00011286574803041608,1724,insufficient support: zero saved scored events,,
L25H17,strong-positive_outside-RI,1.267172958073991,1.270994771732373,0.36246790820050956,1.0,1.0850131859940089,0.18598158975665488,1.3193326950073243,1.3212377548217773,-0.016369567828231985,1.2935328805044797,-0.006161597337615624,1724,completed; eligibility varies by metric (see support table),1.2693675126922264,1.2706036406956362
L25H18,RI-selected_small-effect,-0.0006707384345236789,0.0005054581031370699,0.10232134232714542,0.34831460674157305,0.004105128599016854,-0.003599666477589125,0.0057316780090332035,0.004761958122253418,-0.012557276179281514,-0.017304940170116637,0.030518901482057034,1724,completed; eligibility varies by metric (see support table),,
L25H20,random-controls,0.00034789824753664854,0.0006026578753182058,0.0025273774371252144,0.5280898876404494,0.00031683418188202246,0.00028582972087217183,0.0012451171875,0.0011798858642578125,0.0006918049930186754,-0.0003943014680669549,0.00023588973484682234,1724,insufficient support: zero saved scored events,,
L25H21,random-controls,0.006917358784193403,0.005800999952166268,0.09359760121872894,0.30337078651685395,0.0034213976913623594,0.0023796062790945676,0.026913833618164063,0.022352981567382812,-0.00622758704624819,-0.016823645388142447,0.02885167250472508,1724,insufficient support: zero saved scored events,,
L26H23,strong-negative,-0.36743931556015874,-0.3693097628904193,0.42853681921777514,0.0449438202247191,-0.2913283444522472,-0.07798141441988142,-0.43740090131759646,-0.431125545501709,-0.052419105272614556,-0.30306048339672303,-0.01372206077147066,1724,completed; eligibility varies by metric (see support table),,
