head,variant,site,role,anchor,mode,mean,family_sd,family_min,family_max,families,events,positive_family_fraction
L20H14,corrupted,earlier,source,first,output,0.004714023049060711,0.024518823035936794,-0.042967861201487434,0.05266129804982079,20,947,0.6
L20H14,corrupted,earlier,source,last,raw,-0.0012271476053973347,0.004736238421442384,-0.008539135041444199,0.007407478988170624,20,947,0.35
L20H14,corrupted,earlier,source,last,output,0.0052792501935049665,0.026526832808810085,-0.03081820322119671,0.07707671059502495,20,947,0.55
L20H14,corrupted,final,source,first,raw,-0.0027825077374776207,0.008982249233432493,-0.016728719075520832,0.016482035319010414,20,40,0.4
L20H14,corrupted,final,source,first,output,0.0034846941630045578,0.024990936255408977,-0.059705098470052086,0.035978953043619796,20,40,0.55
L20H14,corrupted,final,source,last,raw,-0.000657908121744792,0.01116236772286648,-0.019365946451822918,0.016817728678385414,20,40,0.45
L20H14,corrupted,final,source,last,output,0.004950761795043944,0.03840715820304961,-0.05899874369303385,0.09636688232421875,20,40,0.5
L20H14,corrupted,final,target,first,raw,0.00346745252609253,0.0069607188671548794,-0.0071239471435546875,0.019873301188151043,20,40,0.75
L20H14,corrupted,final,target,first,output,-0.0018324732780456523,0.03208227980572687,-0.07115427652994791,0.06696319580078125,20,40,0.45
L20H14,corrupted,final,target,last,raw,0.00027128855387369784,0.007604567762483978,-0.015673319498697918,0.013487497965494793,20,40,0.55
L20H14,corrupted,final,target,last,output,-0.008506209154923757,0.02663715833552533,-0.046072642008463546,0.05044336120287578,20,40,0.35
L21H18,corrupted,earlier,target,first,raw,-0.00590828975525784,0.005992783174599067,-0.0192907969156901,0.0030968666076660145,20,1193,0.2
L21H18,corrupted,earlier,target,first,output,-0.017415952573386972,0.020741772885089042,-0.05586648235718409,0.022859997219509546,20,1193,0.2
L21H18,corrupted,earlier,target,last,raw,-0.0019164667574886186,0.008670592881324407,-0.02455381080929169,0.013194706248140883,20,1193,0.4
L21H18,corrupted,earlier,target,last,output,0.0034406793765199895,0.032405783984125205,-0.08470189571380615,0.04628795385360718,20,1193,0.65
L21H18,corrupted,earlier,source,first,raw,0.00540447706569854,0.010513635224858037,-0.013583628336588542,0.023157827232194977,20,947,0.65
L21H18,corrupted,earlier,source,first,output,0.006798282714905771,0.030220312929317934,-0.052962902519438,0.06104348268773821,20,947,0.65
L21H18,corrupted,earlier,source,last,raw,0.007944145640086896,0.0069831361198306975,-0.003714680671691894,0.02071498979067972,20,947,0.9
L21H18,corrupted,earlier,source,last,output,0.011541121944766147,0.027311770341653645,-0.03723926820616792,0.05929660120754377,20,947,0.6
L21H18,corrupted,final,source,first,raw,-0.0007656157016754149,0.012843002016608882,-0.026042302449544273,0.023232777913411457,20,40,0.45
L21H18,corrupted,final,source,first,output,0.005922444661458336,0.12317635431426248,-0.2842000325520833,0.20070393880208334,20,40,0.55
L21H18,corrupted,final,source,last,raw,0.0022324721018473306,0.00899667150362778,-0.010808308919270834,0.018885294596354164,20,40,0.6
L21H18,corrupted,final,source,last,output,0.007872962951660147,0.13596300790280624,-0.4380442301432292,0.19734700520833331,20,40,0.5
L21H18,corrupted,final,target,first,raw,0.0001628398895263671,0.0074157133065303514,-0.014616648356119791,0.016808827718098957,20,40,0.4
L21H18,corrupted,final,target,first,output,0.2592182477315267,0.1024309557351779,0.10774739583333334,0.5164896647135417,20,40,1.0
L21H18,corrupted,final,target,last,raw,-0.003992223739624023,0.005022878293117401,-0.014368057250976562,0.004111925760904947,20,40,0.2
L21H18,corrupted,final,target,last,output,0.006613159179687506,0.09405336147102676,-0.17910257975260416,0.1957244873046875,20,40,0.5
L21H24,corrupted,earlier,target,first,raw,-0.0014737699111545986,0.004816105140078772,-0.010516003700299453,0.006626080945541299,20,1193,0.35
L21H24,corrupted,earlier,target,first,output,0.002157342232522825,0.01563782586942878,-0.027377668179963767,0.026037143684967217,20,1193,0.65
L21H24,corrupted,earlier,target,last,raw,-0.0033478669885602204,0.006859394770414155,-0.02073658697786387,0.010034333357865782,20,1193,0.25
L21H24,corrupted,earlier,target,last,output,-0.010545791120634456,0.020583613561663466,-0.04367319742838542,0.0426543170008166,20,1193,0.3
L21H24,corrupted,earlier,source,first,raw,0.0032092473048450075,0.0054469002244361565,-0.005441219248670213,0.01692531837357415,20,947,0.7
L21H24,corrupted,earlier,source,first,output,-0.006064737909835422,0.02641773826712385,-0.0467365616602255,0.050874330931239664,20,947,0.35
L21H24,corrupted,earlier,source,last,raw,0.0029932488739835466,0.008098606241306755,-0.010965592619301617,0.018185966256735988,20,947,0.6
L21H24,corrupted,earlier,source,last,output,0.003833323171751697,0.027583581051684677,-0.057296309471130374,0.05330934292740292,20,947,0.55
L21H24,corrupted,final,source,first,raw,-0.0013565977414449057,0.005925678325002773,-0.011929988861083984,0.010943253835042317,20,40,0.45
L21H24,corrupted,final,source,first,output,-0.019745139280954997,0.061011930789332286,-0.11871337890625,0.12403361002604167,20,40,0.2
L21H24,corrupted,final,source,last,raw,0.0013153711954752602,0.006939142812613475,-0.021849314371744793,0.00931231180826823,20,40,0.8
L21H24,corrupted,final,source,last,output,0.012531097730000818,0.06649308546133452,-0.1370275815327962,0.107452392578125,20,40,0.65
L21H24,corrupted,final,target,first,raw,-0.0020105749368667606,0.0035630630674068006,-0.00856463114420573,0.003468831380208334,20,40,0.35
L21H24,corrupted,final,target,first,output,-0.00719964901606242,0.049212326754988954,-0.11841328938802084,0.08863067626953125,20,40,0.5
L21H24,corrupted,final,target,last,raw,0.00021649996439615884,0.003287473460301851,-0.0066890716552734375,0.009508768717447916,20,40,0.55
L21H24,corrupted,final,target,last,output,-0.028174964586893718,0.0425891560986315,-0.13919830322265625,0.055258591969807945,20,40,0.2
L22H5,corrupted,earlier,target,first,raw,-0.0054149160986445965,0.010314543664005572,-0.026105389992396037,0.010813049972057343,20,1193,0.35
L22H5,corrupted,earlier,target,first,output,0.0004357280959846795,0.04125123731376654,-0.055719132224718734,0.08951176446059654,20,1193,0.5
L22H5,corrupted,earlier,target,last,raw,-0.0017513806808830377,0.003457250921515053,-0.01009440017958819,0.005137838166335534,20,1193,0.3
L22H5,corrupted,earlier,target,last,output,-0.0006617004083055476,0.011548577412185127,-0.022960762519620908,0.01752607027689616,20,1193,0.45
L22H5,corrupted,earlier,source,first,raw,0.0035848060957386512,0.008530291191230254,-0.00938236630625195,0.01922841072082519,20,947,0.6
L22H5,corrupted,earlier,source,first,output,-0.0062525455205154346,0.05675975713944567,-0.09147544788277667,0.13922370225191116,20,947,0.3
L22H5,corrupted,earlier,source,last,raw,0.00021951813908374103,0.005933175893141851,-0.012863808783932012,0.010059098402659096,20,947,0.55
L22H5,corrupted,earlier,source,last,output,0.0038707700051099727,0.013618295134530303,-0.02342022114059552,0.029737557079775115,20,947,0.65
L22H5,corrupted,final,source,first,raw,-0.002742505073547363,0.011631616651963167,-0.020978291829427082,0.017438570658365887,20,40,0.5
L22H5,corrupted,final,source,first,output,0.00024606386820475167,0.20162167954369115,-0.38791402180989587,0.49698003133138025,20,40,0.45
L22H5,corrupted,final,source,last,raw,0.0002159595489501955,0.007198973628890254,-0.0160220464070638,0.010535875956217447,20,40,0.5
L22H5,corrupted,final,source,last,output,0.014815104007720948,0.04520917280292012,-0.09464772542317709,0.10696919759114584,20,40,0.7
L22H5,corrupted,final,target,first,raw,-0.002521004279454549,0.01106553357772816,-0.026319503784179688,0.018689473470052082,20,40,0.25
L22H5,corrupted,final,target,first,output,0.3795716325441996,0.27939381392001683,-0.0583352247873942,0.819549560546875,20,40,0.95
L22H5,corrupted,final,target,last,raw,-0.003017187118530274,0.005194040109640197,-0.012697855631510416,0.009072939554850262,20,40,0.3
L22H5,corrupted,final,target,last,output,-0.01646217902501424,0.03772039034977218,-0.08931350708007812,0.038060506184895836,20,40,0.4
L23H10,corrupted,earlier,target,first,raw,-0.005332010752627745,0.006779469279660331,-0.022474442587958443,0.009424280846255947,20,1193,0.15
L23H10,corrupted,earlier,target,first,output,-0.009801096032921484,0.02286332478698723,-0.060015914175245495,0.04607682255492813,20,1193,0.25
L23H10,corrupted,earlier,target,last,raw,-0.005992550146789138,0.009528832165218722,-0.024468139670361048,0.009836390614509583,20,1193,0.3
L23H10,corrupted,earlier,target,last,output,-0.02117761397654188,0.025165170576263895,-0.06309628991757409,0.03525439076039984,20,1193,0.15
L23H10,corrupted,earlier,source,first,raw,0.008053333070057902,0.009645943598198084,-0.008670633037885029,0.026552038060294256,20,947,0.8
L23H10,corrupted,earlier,source,first,output,0.00861204740810516,0.027761588132563478,-0.02944327228599124,0.08535984820789762,20,947,0.65
L23H10,corrupted,earlier,source,last,raw,0.006348140409237518,0.012097433573842135,-0.011271182526933385,0.04132940458214801,20,947,0.75
L23H10,corrupted,earlier,source,last,output,0.0029543058009351766,0.031049051367865867,-0.059096334775288896,0.06061253371062103,20,947,0.5
L23H10,corrupted,final,source,first,raw,0.006723040342330932,0.009697003970909633,-0.014023462931315104,0.022149403889973957,20,40,0.8
L23H10,corrupted,final,source,first,output,0.016416287422180178,0.06622521747447138,-0.07928975423177083,0.22394784291585285,20,40,0.65
L23H10,corrupted,final,source,last,raw,0.004939937591552734,0.010592761392117102,-0.010570049285888672,0.025580724080403645,20,40,0.65
L23H10,corrupted,final,source,last,output,-0.005568576852480571,0.026801156809427955,-0.055995941162109375,0.03561671574910481,20,40,0.45
L23H10,corrupted,final,target,first,raw,-0.0020568450291951496,0.00498265129578877,-0.011116941769917807,0.005958437919616699,20,40,0.35
L23H10,corrupted,final,target,first,output,-0.0019075314203898116,0.04146211004273737,-0.09324200948079428,0.060718536376953125,20,40,0.45
L23H10,corrupted,final,target,last,raw,-0.0007318814595540359,0.013190652632751237,-0.025596459706624348,0.01680294672648112,20,40,0.6
L23H10,corrupted,final,target,last,output,-0.009157074491182962,0.03145506123576017,-0.09350776672363281,0.03246180216471354,20,40,0.35
L24H17,corrupted,earlier,target,first,raw,-0.007692009856143401,0.008367416415609901,-0.02793460056699556,0.005438646017494849,20,1193,0.1
L24H17,corrupted,earlier,target,first,output,-0.019283591158319208,0.056564457540103606,-0.14786799483829077,0.09225306017645475,20,1193,0.2
L24H17,corrupted,earlier,target,last,raw,-0.005948519383639006,0.008821966944076496,-0.027693611451949193,0.0080151140004739,20,1193,0.25
L24H17,corrupted,earlier,target,last,output,-0.04423196939635203,0.07241378073102299,-0.2547465709217808,0.05636358535152741,20,1193,0.3
L24H17,corrupted,earlier,source,first,raw,0.020862461421945856,0.02640561347471609,-0.02146896719932556,0.06824830762383079,20,947,0.7
L24H17,corrupted,earlier,source,first,output,0.031305523770595686,0.15313215825963394,-0.16213595370451608,0.44703912605410034,20,947,0.4
L24H17,corrupted,earlier,source,last,raw,0.009633510209004267,0.012973865220837197,-0.018154841744237475,0.03588007502004403,20,947,0.8
L24H17,corrupted,earlier,source,last,output,0.022131050991828695,0.05888903872155526,-0.09420698053307004,0.1149928867816925,20,947,0.7
L24H17,corrupted,final,source,first,raw,0.00017943382263183575,0.007484366347717312,-0.013350804646809896,0.017275492350260418,20,40,0.45
L24H17,corrupted,final,source,first,output,0.12888545989990235,0.5766514634193942,-0.5661245981852213,1.964665730794271,20,40,0.45
L24H17,corrupted,final,source,last,raw,0.0009950677553812665,0.006255951450799665,-0.009817679723103842,0.01659838358561198,20,40,0.55
L24H17,corrupted,final,source,last,output,-0.025014531612396244,0.11202447046005762,-0.23969523111979169,0.261962890625,20,40,0.4
L24H17,corrupted,final,target,first,raw,0.0006928126017252603,0.005064336654032786,-0.0072345733642578125,0.010427633921305338,20,40,0.45
L24H17,corrupted,final,target,first,output,0.10965299208958942,0.348849201348766,-0.40527121225992835,1.0435269673665366,20,40,0.55
L24H17,corrupted,final,target,last,raw,-0.0032093127568562827,0.0045752519941087985,-0.00856932004292806,0.009823799133300781,20,40,0.1
L24H17,corrupted,final,target,last,output,-0.00570940971374512,0.13543660363921287,-0.4391307830810547,0.2106490135192871,20,40,0.55
L25H15,corrupted,earlier,target,first,raw,0.0016698876038422864,0.006604325890222984,-0.010951643702627599,0.0115074726442496,20,1193,0.65
L25H15,corrupted,earlier,target,first,output,0.0014596136250441623,0.011583052507628207,-0.02373140189382765,0.021308859840768274,20,1193,0.75
L25H15,corrupted,earlier,target,last,raw,0.0014749632873078083,0.005706608313254673,-0.010162696242332458,0.013940788184603056,20,1193,0.55
L25H15,corrupted,earlier,target,last,output,-0.004383223388820175,0.008403642424856594,-0.021789385326977433,0.009665403515100479,20,1193,0.3
L25H15,corrupted,earlier,source,first,raw,0.001082702390378892,0.009075140301103951,-0.018006338013543025,0.018227120663257355,20,947,0.55
L25H15,corrupted,earlier,source,first,output,0.004325921334340683,0.013048980290926736,-0.021923946009741888,0.02982518379239069,20,947,0.6
L25H15,corrupted,earlier,source,last,raw,-0.002744833423870656,0.006117657849469172,-0.013170139877884476,0.008184672913689545,20,947,0.35
L25H15,corrupted,earlier,source,last,output,0.0008860544053292497,0.011397717620473941,-0.013492874547737798,0.021701404783460828,20,947,0.4
L25H15,corrupted,final,source,first,raw,0.004874873161315918,0.011742104347360153,-0.019269943237304688,0.022279103597005207,20,40,0.7
L25H15,corrupted,final,source,first,output,0.004099534948666892,0.012350451672065487,-0.017116546630859375,0.03044064839680989,20,40,0.6
L25H15,corrupted,final,source,last,raw,-0.002761385838190714,0.008421129132177333,-0.016699473063151043,0.0149078369140625,20,40,0.35
L25H15,corrupted,final,source,last,output,0.0012806355953216557,0.013059784946920344,-0.013962825139363607,0.030153274536132812,20,40,0.45
L25H15,corrupted,final,target,first,raw,0.001173909505208333,0.009060594556972522,-0.015322367350260416,0.018355051676432293,20,40,0.55
L25H15,corrupted,final,target,first,output,0.001061234871546427,0.011263075211610784,-0.022903760274251304,0.021119753519694008,20,40,0.7
L25H15,corrupted,final,target,last,raw,0.003331810235977173,0.004674152484268458,-0.00274658203125,0.017114003499348957,20,40,0.75
L25H15,corrupted,final,target,last,output,-0.003821063041687012,0.009874228877317485,-0.027170578638712563,0.010926485061645508,20,40,0.3
L25H20,corrupted,earlier,target,first,raw,0.002632583171644417,0.005173759626522674,-0.010551930715640385,0.009447129293419846,20,1193,0.75
L25H20,corrupted,earlier,target,first,output,0.005511277731586731,0.020625245035046643,-0.030347181462693485,0.05582854640012407,20,1193,0.55
L25H20,corrupted,earlier,target,last,raw,0.0028496236089552364,0.005881439252903359,-0.011881738901138306,0.016096665941435717,20,1193,0.75
L25H20,corrupted,earlier,target,last,output,0.002864677154426205,0.021704210354492024,-0.03457014439469677,0.0347399846308649,20,1193,0.65
L25H20,corrupted,earlier,source,first,raw,0.0015459358409323255,0.008321098633527257,-0.017092995609797483,0.018687620543051457,20,947,0.55
L25H20,corrupted,earlier,source,first,output,0.003388385247491822,0.02185829858271938,-0.03015485621880794,0.05777950563292572,20,947,0.55
L25H20,corrupted,earlier,source,last,raw,-0.001434216102586539,0.007704908035558113,-0.019163358038750244,0.008263633869312429,20,947,0.65
L25H20,corrupted,earlier,source,last,output,-0.0032820868625678588,0.023936415058263244,-0.05219427095789488,0.029522360235020736,20,947,0.4
L25H20,corrupted,final,source,first,raw,0.0030111829439798993,0.008730166416511824,-0.01063855489095052,0.02323150634765625,20,40,0.55
L25H20,corrupted,final,source,first,output,0.002321875095367431,0.019805298093069183,-0.030553181966145836,0.055310567220052086,20,40,0.6
L25H20,corrupted,final,source,last,raw,0.0008026540279388427,0.00607334704311214,-0.008021036783854166,0.013332366943359375,20,40,0.5
L25H20,corrupted,final,source,last,output,-0.0018723050753275557,0.017573217393216743,-0.03962930043538412,0.022164185841878258,20,40,0.55
L25H20,corrupted,final,target,first,raw,0.0022885074218114217,0.004668370423958728,-0.009479840596516928,0.008863449096679688,20,40,0.75
L25H20,corrupted,final,target,first,output,0.004575496912002564,0.016689671105809073,-0.02771790822347005,0.03945652643839519,20,40,0.6
L25H20,corrupted,final,target,last,raw,-0.0016917049884796142,0.006008537779870031,-0.012520472208658854,0.011959075927734375,20,40,0.35
L25H20,corrupted,final,target,last,output,0.0014599561691284184,0.017963115638489072,-0.02877044677734375,0.02818171183268229,20,40,0.6
L26H31,corrupted,earlier,target,first,raw,-0.0014468942620333818,0.009428018774971148,-0.023322575622134738,0.012162031798527158,20,1193,0.5
L26H31,corrupted,earlier,target,first,output,-0.032070008137474224,0.07629869443473955,-0.3021072281731499,0.037443267888036265,20,1193,0.4
L26H31,corrupted,earlier,target,last,raw,-0.0021248562916674433,0.011072744919944862,-0.018161187737675038,0.024456361592826197,20,1193,0.4
L26H31,corrupted,earlier,target,last,output,-0.03158472773298882,0.07605110515660804,-0.2344249796732671,0.08458267795583589,20,1193,0.4
L26H31,corrupted,earlier,source,first,raw,0.009600141549257537,0.029347569931866987,-0.02200344766395679,0.09851994468934006,20,947,0.65
L26H31,corrupted,earlier,source,first,output,0.026363897819884147,0.449039935154296,-0.6948356196500254,1.525915193888876,20,947,0.45
L26H31,corrupted,earlier,source,last,raw,0.0038638856176375367,0.014050969232192874,-0.013419504614843838,0.03828002290522799,20,947,0.55
L26H31,corrupted,earlier,source,last,output,0.03845156899388685,0.09435874803192097,-0.05598039511177275,0.3068529586402738,20,947,0.5
L26H31,corrupted,final,source,first,raw,0.001099371910095215,0.007863636527367166,-0.01479784647623698,0.01881853739420573,20,40,0.55
L26H31,corrupted,final,source,first,output,0.11154756148656204,1.449693869028461,-2.0176060994466147,5.3045155207316075,20,40,0.4
L26H31,corrupted,final,source,last,raw,-0.0003695805867513023,0.007338102869577485,-0.008968353271484375,0.015122731526692709,20,40,0.4
L26H31,corrupted,final,source,last,output,0.006191094716389976,0.12888665885090644,-0.30125268300374347,0.23663330078125,20,40,0.55
L26H31,corrupted,final,target,first,raw,0.0007774541775385539,0.0023240799329515803,-0.002751668294270833,0.005405743916829428,20,40,0.55
L26H31,corrupted,final,target,first,output,-0.12478573322296145,0.2515792974072802,-1.05254062016805,0.059803009033203125,20,40,0.4
L26H31,corrupted,final,target,last,raw,-0.0009423891703287761,0.006078116557047564,-0.008748372395833334,0.014057159423828125,20,40,0.35
L26H31,corrupted,final,target,last,output,0.0021493514378865576,0.1419611354384351,-0.43217722574869794,0.26110331217447913,20,40,0.6
L28H1,corrupted,earlier,target,first,raw,-0.001014740987650706,0.005341433297824157,-0.013381091214842716,0.00867130094104343,20,1193,0.4
L28H1,corrupted,earlier,target,first,output,0.006849774887179139,0.015492290858733318,-0.029744790772260245,0.02782684085012853,20,1193,0.7
L28H1,corrupted,earlier,target,last,raw,-0.0012024711658764427,0.006305109024334119,-0.013245065309848005,0.008532182766440135,20,1193,0.4
L28H1,corrupted,earlier,target,last,output,0.001956188716841457,0.021285001872398925,-0.03272542224989997,0.03480492515125493,20,1193,0.6
L28H1,corrupted,earlier,source,first,raw,-0.00025730197120428934,0.0060371230935311925,-0.007873872510429952,0.009800408681233724,20,947,0.45
L28H1,corrupted,earlier,source,first,output,-0.010675674861928476,0.016217367279458102,-0.051928345848913905,0.017626217669910856,20,947,0.2
L28H1,corrupted,earlier,source,last,raw,0.001747920256106855,0.006264840284436989,-0.009190721576716625,0.011243908301643703,20,947,0.6
L28H1,corrupted,earlier,source,last,output,-0.009282513760506964,0.02531939605310412,-0.059302438212477646,0.03282834654269011,20,947,0.5
L28H1,corrupted,final,source,first,raw,-0.0008738537629445396,0.007513278606810117,-0.016325950622558594,0.011510213216145834,20,40,0.6
L28H1,corrupted,final,source,first,output,-0.007233214378356933,0.014614136825040331,-0.039170583089192704,0.019540150960286457,20,40,0.2
L28H1,corrupted,final,source,last,raw,0.0017699976762135822,0.009496014286691425,-0.0140380859375,0.025662740071614582,20,40,0.5
L28H1,corrupted,final,source,last,output,-0.006739509105682373,0.025419088346448057,-0.04679107666015625,0.0374298095703125,20,40,0.45
L28H1,corrupted,final,target,first,raw,0.001191850503285726,0.006246888646197937,-0.009015401204427084,0.01426378885904948,20,40,0.55
L28H1,corrupted,final,target,first,output,0.0031554823120435076,0.011483549008824633,-0.023351460695266724,0.02423858642578125,20,40,0.65
L28H1,corrupted,final,target,last,raw,-0.004073206583658855,0.007176212231276569,-0.01715087890625,0.006299336751302083,20,40,0.3
L28H1,corrupted,final,target,last,output,-0.00115197499593099,0.02150614873154228,-0.03660043080647786,0.03597895304361979,20,40,0.55
L30H3,corrupted,earlier,target,first,raw,-0.0005556813320998396,0.011151246860410755,-0.042894358191985255,0.012204074311530455,20,1193,0.65
L30H3,corrupted,earlier,target,first,output,-0.022735627101250603,0.14183683630442523,-0.608961793242908,0.07948235122636815,20,1193,0.6
L30H3,corrupted,earlier,target,last,raw,3.862247685485973e-05,0.032723831238068914,-0.052273535180365906,0.05433928593993187,20,1193,0.5
L30H3,corrupted,earlier,target,last,output,0.0011508507660502071,0.14991567844508596,-0.22166675260697288,0.38345147221466236,20,1193,0.4
L30H3,corrupted,earlier,source,first,raw,0.0015517155613182089,0.016709267915334777,-0.013556084771087206,0.0645419740352501,20,947,0.35
L30H3,corrupted,earlier,source,first,output,-0.007217158260962998,0.4058467629689014,-0.8627166523449664,1.4275351138341996,20,947,0.5
L30H3,corrupted,earlier,source,last,raw,0.015677085442325732,0.03671805381551342,-0.02894642617967394,0.07890536128610806,20,947,0.45
L30H3,corrupted,earlier,source,last,output,-0.0033450239676535475,0.13299050589752148,-0.18088752693600121,0.34202915689219593,20,947,0.3
L30H3,corrupted,final,source,first,raw,-0.0013470669587453208,0.007629368973114848,-0.017407735188802086,0.009756882985432943,20,40,0.45
L30H3,corrupted,final,source,first,output,-0.06002626617749533,0.93524037812172,-1.8622589111328125,3.187978108723958,20,40,0.35
L30H3,corrupted,final,source,last,raw,0.0033062179883321116,0.022007551123269787,-0.03117243448893229,0.050060272216796875,20,40,0.35
L30H3,corrupted,final,source,last,output,-0.051383701960245776,0.14404196117431042,-0.3282979329427083,0.3130035400390625,20,40,0.25
L30H3,corrupted,final,target,first,raw,0.00020859837532043456,0.003746066847819224,-0.008415857950846354,0.007595698038736979,20,40,0.55
L30H3,corrupted,final,target,first,output,-0.028655202686786646,0.23511796100391044,-0.986811319986979,0.21681976318359375,20,40,0.5
L30H3,corrupted,final,target,last,raw,-0.0024605194727579755,0.020509043787304133,-0.032627105712890625,0.049181620279947914,20,40,0.35
L30H3,corrupted,final,target,last,output,0.0200022538503011,0.1722557428151689,-0.23846435546875,0.49643961588541663,20,40,0.45
L31H1,corrupted,earlier,target,first,raw,-0.011491821621217518,0.013059225953504955,-0.031431453269824654,0.02506150498902057,20,1193,0.1
L31H1,corrupted,earlier,target,first,output,0.01912810216317575,0.24246717326109654,-0.4840156292093211,0.41937297514115257,20,1193,0.65
L31H1,corrupted,earlier,target,last,raw,-2.581441400814549e-05,0.010489946166749494,-0.014766853363787543,0.025595034676036618,20,1193,0.45
L31H1,corrupted,earlier,target,last,output,0.1121211616968596,0.10405955902387953,-0.08869106504652237,0.29969715249949486,20,1193,0.9
L31H1,corrupted,earlier,source,first,raw,0.011377228959201912,0.01071407592562335,-0.002175992262278887,0.033856433265063234,20,947,0.95
L31H1,corrupted,earlier,source,first,output,-0.009633125538018629,0.17708268307242855,-0.3050636122192162,0.37745897968610126,20,947,0.55
L31H1,corrupted,earlier,source,last,raw,-0.0017979827542352,0.011277500135237683,-0.0224437501695421,0.01855296328447867,20,947,0.55
L31H1,corrupted,earlier,source,last,output,0.01172510782363839,0.21770216466485073,-0.4103046361950861,0.2905802921373017,20,947,0.55
L31H1,corrupted,final,source,first,raw,-0.0050338904062906895,0.009210697346374433,-0.026959737141927082,0.0077972412109375,20,40,0.35
L31H1,corrupted,final,source,first,output,0.011841630935668939,0.23850735011048474,-0.30119832356770837,0.5264046986897786,20,40,0.5
L31H1,corrupted,final,source,last,raw,-0.002481675148010254,0.007205477822936045,-0.014161427815755209,0.012328465779622396,20,40,0.25
L31H1,corrupted,final,source,last,output,-0.008359297116597497,0.2629188652590568,-0.40586344401041663,0.385955810546875,20,40,0.5
L31H1,corrupted,final,target,first,raw,0.0012875517209370933,0.010072861237119556,-0.018581072489420574,0.026800791422526043,20,40,0.65
L31H1,corrupted,final,target,first,output,-0.014207998911539722,0.29563655642899206,-0.618334452311198,0.40742365519205725,20,40,0.65
L31H1,corrupted,final,target,last,raw,0.0023903290430704756,0.0066960796507404855,-0.0056611696879069005,0.02280394236246745,20,40,0.5
L31H1,corrupted,final,target,last,output,0.12398157914479575,0.12567526206881996,-0.064910888671875,0.4084574381510417,20,40,0.85
L2H1,reorder,earlier,target,first,raw,-0.00208572223764704,0.007530275683182651,-0.0163150981620506,0.011286170010405463,20,1354,0.35
L2H1,reorder,earlier,target,first,output,-0.0006524131090392302,0.005237966476298048,-0.010166258300276109,0.008610927998417556,20,1354,0.5
L2H1,reorder,earlier,target,last,raw,0.0029794139715126336,0.014706591631354248,-0.0377755190329577,0.020796712787672023,20,1354,0.65
L2H1,reorder,earlier,target,last,output,0.001969672345730135,0.006490659195639358,-0.011315540819571762,0.010955594588017117,20,1354,0.65
L2H1,reorder,earlier,source,first,raw,0.004105649689117439,0.014683843959006002,-0.014015076160430908,0.048568681434348775,20,1106,0.5
L2H1,reorder,earlier,source,first,output,-0.001351989094294422,0.007407563676244656,-0.019912004633679415,0.01355809515172785,20,1106,0.4
L2H1,reorder,earlier,source,last,raw,0.0003272825969004971,0.01050054848366638,-0.017686176821182335,0.014903433021457715,20,1106,0.6
L2H1,reorder,earlier,source,last,output,0.00152958007881808,0.00979099723849225,-0.018473427554573676,0.018765874530958092,20,1106,0.5
L2H1,reorder,final,source,first,raw,0.001308139165242513,0.009628299549380806,-0.01748339335123698,0.023123741149902344,20,40,0.65
L2H1,reorder,final,source,first,output,0.00017990966637929296,0.0036228987015795256,-0.008795579274495442,0.005073229471842447,20,40,0.55
L2H1,reorder,final,source,last,raw,0.001488560438156128,0.012233243372099889,-0.021509806315104164,0.03556696573893229,20,40,0.5
L2H1,reorder,final,source,last,output,0.0011373713612556457,0.005423445109785709,-0.008875519037246704,0.01137717564900716,20,40,0.6
L2H1,reorder,final,target,first,raw,0.001993028322855632,0.010054032094624039,-0.014211018880208332,0.017452239990234375,20,40,0.55
L2H1,reorder,final,target,first,output,0.0006124943494796753,0.0032937330174883303,-0.003902594248453776,0.007881959279378256,20,40,0.55
L2H1,reorder,final,target,last,raw,0.0009165406227111813,0.006358323488188605,-0.010995030403137207,0.01526037851969401,20,40,0.55
L2H1,reorder,final,target,last,output,0.0016237700978914895,0.004562301958808148,-0.005003929138183594,0.010681718587875366,20,40,0.5
L3H11,reorder,earlier,target,first,raw,-0.0007948910343302763,0.003938754151865732,-0.006967837993915266,0.0078992734208775,20,1354,0.4
L3H11,reorder,earlier,target,first,output,-0.0005507916594991106,0.003405628832388601,-0.008159149455153234,0.005782536355964033,20,1354,0.35
L3H11,reorder,earlier,target,last,raw,0.00042466182475278896,0.007199346951622961,-0.013477944142637198,0.01936703378503973,20,1354,0.6
L3H11,reorder,earlier,target,last,output,-0.001021598920734698,0.004111843181024286,-0.009184073367619623,0.005974363455008635,20,1354,0.4
L3H11,reorder,earlier,source,first,raw,0.0026225184924263704,0.007195146726654849,-0.009281060274909525,0.017362262584545,20,1106,0.6
L3H11,reorder,earlier,source,first,output,-0.0008674298601282791,0.0064334384412171805,-0.010460942399268057,0.015414687170498615,20,1106,0.5
L3H11,reorder,earlier,source,last,raw,0.0024963591996829387,0.008777536087720604,-0.014803758997848068,0.017264843696639654,20,1106,0.7
L3H11,reorder,earlier,source,last,output,0.0009034181206302404,0.003684939084251762,-0.007245227845028193,0.006596128145853678,20,1106,0.6
L3H11,reorder,final,source,first,raw,-0.0013311525185902915,0.009275978745929187,-0.01948690414428711,0.014740626017252605,20,40,0.4
L3H11,reorder,final,source,first,output,-0.0004800856113433841,0.006702961830004328,-0.01135335365931193,0.008963346481323242,20,40,0.5
