head,variant,site,role,anchor,mode,mean,family_sd,family_min,family_max,families,events,positive_family_fraction
L4H0,query_change,earlier,target,last,raw,-0.0017300968485694942,0.006160675363284635,-0.013083032000134562,0.011098538322010259,20,1204,0.35
L4H0,query_change,earlier,target,last,output,6.242522028976122e-05,0.0021978216708941497,-0.004600188404163986,0.0037453981934401095,20,1204,0.65
L4H0,query_change,earlier,source,first,raw,-0.0016095064374141098,0.007479847050502844,-0.02280801189118537,0.014551478019659071,20,944,0.4
L4H0,query_change,earlier,source,first,output,0.0003310910427281431,0.0030472454483781563,-0.004905984633498722,0.008060997810916624,20,944,0.55
L4H0,query_change,earlier,source,last,raw,-0.0002803198664709751,0.00691484589169078,-0.013078085754228672,0.014548962910970053,20,944,0.55
L4H0,query_change,earlier,source,last,output,0.0005621443111531178,0.0031380746112860632,-0.005111714204152426,0.00809634040903162,20,944,0.5
L4H0,query_change,final,source,first,raw,-0.0018057386080423993,0.007452046465932324,-0.015799204508463543,0.0091705322265625,20,40,0.45
L4H0,query_change,final,source,first,output,8.760342995325722e-05,0.0021039635082863947,-0.003499637047449748,0.003532091776529948,20,40,0.5
L4H0,query_change,final,source,last,raw,0.002898613611857096,0.0069017194404543195,-0.007494290669759114,0.016468048095703125,20,40,0.65
L4H0,query_change,final,source,last,output,0.0004844655593236287,0.002539388415558867,-0.004207531611124674,0.005729118982950847,20,40,0.45
L4H0,query_change,final,target,first,raw,0.0008799354235331221,0.005722251077664601,-0.01419385274251302,0.010924657185872396,20,40,0.75
L4H0,query_change,final,target,first,output,-0.000165344774723053,0.002228030034008144,-0.005854189395904541,0.003209253152211507,20,40,0.55
L4H0,query_change,final,target,last,raw,-0.0029407024383544924,0.0068383308961303905,-0.018647511800130207,0.010585784912109375,20,40,0.2
L4H0,query_change,final,target,last,output,7.981956005096444e-05,0.002282318520433165,-0.004740873972574869,0.004599293073018392,20,40,0.5
L6H12,query_change,earlier,target,first,raw,0.0006130092909833152,0.005797991750894995,-0.01034533464780418,0.015547574251547626,20,1204,0.5
L6H12,query_change,earlier,target,first,output,-0.0006646945976619398,0.006188978145119932,-0.010726261523462113,0.012344372728483271,20,1204,0.35
L6H12,query_change,earlier,target,last,raw,-0.001095319123893019,0.00474790642477915,-0.008995262502926833,0.011042270046925684,20,1204,0.35
L6H12,query_change,earlier,target,last,output,0.0008417565184371704,0.005356859646883955,-0.008223334251091495,0.01185935324635999,20,1204,0.55
L6H12,query_change,earlier,source,first,raw,-0.0017740001868841297,0.006972059662947802,-0.018468290135480354,0.017090394987282174,20,944,0.2
L6H12,query_change,earlier,source,first,output,-0.0012502803831505426,0.005167814161298768,-0.011153152005539999,0.010374838397616432,20,944,0.4
L6H12,query_change,earlier,source,last,raw,-0.0003744482723145256,0.006391722299840204,-0.019312671378806785,0.009038176359953702,20,944,0.5
L6H12,query_change,earlier,source,last,output,0.0023147857855388802,0.0054445080582269595,-0.00997160519990656,0.011231564957162609,20,944,0.75
L6H12,query_change,final,source,first,raw,-0.004084587097167968,0.013876475283654167,-0.033420562744140625,0.0206756591796875,20,40,0.45
L6H12,query_change,final,source,first,output,-0.001429102818171183,0.0057345031832993065,-0.011864344278971355,0.01053317387898763,20,40,0.4
L6H12,query_change,final,source,last,raw,0.0035115162531534827,0.008791045329189702,-0.011015733083089193,0.018153508504231773,20,40,0.65
L6H12,query_change,final,source,last,output,0.0012415369351704917,0.006986200707959215,-0.008669217427571615,0.015100479125976562,20,40,0.5
L6H12,query_change,final,target,first,raw,0.0034002701441446944,0.016379822964905894,-0.022711435953776043,0.04135894775390625,20,40,0.45
L6H12,query_change,final,target,first,output,-0.0012343933184941615,0.005857022062056576,-0.009840885798136394,0.01047225793202718,20,40,0.4
L6H12,query_change,final,target,last,raw,-0.0012699604034423831,0.007738468310633946,-0.01217810312906901,0.014921029408772787,20,40,0.3
L6H12,query_change,final,target,last,output,0.0010289271672566731,0.0067408369080590655,-0.010191599527994793,0.012543996175130209,20,40,0.55
L7H18,query_change,earlier,target,first,raw,-0.00014335068158056392,0.006154810887109116,-0.017463859313172722,0.0077029690947583935,20,1204,0.45
L7H18,query_change,earlier,target,first,output,0.0021995146783333397,0.017842727603220383,-0.03607410512944704,0.0322617340361935,20,1204,0.6
L7H18,query_change,earlier,target,last,raw,0.0015568294607372656,0.005550551186854504,-0.0084915340587657,0.01391980383131239,20,1204,0.5
L7H18,query_change,earlier,target,last,output,-0.004251512074344386,0.022931164195916152,-0.049575116485357285,0.026774562590303478,20,1204,0.6
L7H18,query_change,earlier,source,first,raw,0.0007786761883434082,0.006375311387855829,-0.00858932301618051,0.019867047557124384,20,944,0.45
L7H18,query_change,earlier,source,first,output,-0.0030880328154408543,0.02457708094605591,-0.043022918362989486,0.04302333748858908,20,944,0.5
L7H18,query_change,earlier,source,last,raw,0.0005690069665999183,0.005336472938777666,-0.012762619389428034,0.007324307293131731,20,944,0.55
L7H18,query_change,earlier,source,last,output,0.0053265904009473005,0.025006878579507695,-0.06761935551961262,0.028786807590060758,20,944,0.65
L7H18,query_change,final,source,first,raw,-0.0004362473885218301,0.007603880359279287,-0.010191281636555988,0.016748428344726562,20,40,0.35
L7H18,query_change,final,source,first,output,-0.005200779438018799,0.020955779105149466,-0.057394981384277344,0.0250093142191569,20,40,0.45
L7H18,query_change,final,source,last,raw,0.00010374387105305995,0.011904861856601705,-0.018187840779622398,0.019422213236490887,20,40,0.35
L7H18,query_change,final,source,last,output,0.0056136886278788265,0.02272944085545492,-0.036660512288411454,0.04195404052734375,20,40,0.7
L7H18,query_change,final,target,first,raw,-0.0010885874430338542,0.007269270633666832,-0.012250264485677082,0.013458251953125,20,40,0.4
L7H18,query_change,final,target,first,output,0.005004554986953735,0.017710551935150847,-0.02715412775675456,0.03968048095703125,20,40,0.6
L7H18,query_change,final,target,last,raw,-0.006208642323811848,0.008014487167347033,-0.018288612365722656,0.0051059722900390625,20,40,0.3
L7H18,query_change,final,target,last,output,-0.013673690954844159,0.020832115824267847,-0.05275217692057292,0.022807677586873375,20,40,0.25
L8H15,query_change,earlier,target,first,raw,-0.003047608825720441,0.00720501955032433,-0.022365933177114907,0.0075874641293384995,20,1204,0.35
L8H15,query_change,earlier,target,first,output,-0.0036742572259698043,0.016215406736352897,-0.037667334764853296,0.03186827863168996,20,1204,0.35
L8H15,query_change,earlier,target,last,raw,0.0009101023892521022,0.00816484048461805,-0.01345350921794932,0.0182445106052217,20,1204,0.45
L8H15,query_change,earlier,target,last,output,-0.0012783876157342125,0.019172371606378517,-0.038812132932806526,0.03586467239591811,20,1204,0.45
L8H15,query_change,earlier,source,first,raw,0.002307912163554598,0.010711891592574076,-0.0265717038401851,0.02300379462275945,20,944,0.7
L8H15,query_change,earlier,source,first,output,0.005534857983282037,0.01996505361725125,-0.03746868907541469,0.04197917381922404,20,944,0.6
L8H15,query_change,earlier,source,last,raw,-0.002131016620818022,0.008129352836817937,-0.019923396144352908,0.014566684114760246,20,944,0.4
L8H15,query_change,earlier,source,last,output,-0.004338296836765904,0.02122641268750209,-0.05262893570793999,0.031429754633481806,20,944,0.5
L8H15,query_change,final,source,first,raw,-4.192988077799534e-05,0.012517390918298989,-0.02712376912434896,0.020528157552083332,20,40,0.6
L8H15,query_change,final,source,first,output,0.0056741635004679365,0.0316237181954361,-0.07391738891601562,0.05463663736979167,20,40,0.65
L8H15,query_change,final,source,last,raw,-0.0006659825642903648,0.01346844380635456,-0.020160675048828125,0.021622975667317707,20,40,0.5
L8H15,query_change,final,source,last,output,-0.0014507109920183835,0.03418190455467228,-0.08478291829427084,0.06224306424458821,20,40,0.55
L8H15,query_change,final,target,first,raw,-0.001985303560892741,0.010042068265541704,-0.026717503865559898,0.013636271158854166,20,40,0.5
L8H15,query_change,final,target,first,output,0.0037673473358154296,0.019916111829245742,-0.05483245849609375,0.03207143147786458,20,40,0.6
L8H15,query_change,final,target,last,raw,-0.0016245524088541667,0.010277966352297609,-0.014790852864583332,0.01385498046875,20,40,0.45
L8H15,query_change,final,target,last,output,0.004147096971670788,0.03270275990263481,-0.05768330891927083,0.06276432673136392,20,40,0.45
L9H16,query_change,earlier,target,first,raw,0.0012431945952061172,0.0037282981610679343,-0.0060009089694626015,0.008112692643725683,20,1204,0.65
L9H16,query_change,earlier,target,first,output,0.002272151945012057,0.02956955239738898,-0.05270230700398049,0.06037763891548945,20,1204,0.6
L9H16,query_change,earlier,target,last,raw,0.0042148895309393804,0.0062270628742072094,-0.011549909278829259,0.011374431154715321,20,1204,0.85
L9H16,query_change,earlier,target,last,output,0.004313306955146935,0.026125845644847386,-0.04269325537759749,0.046480707738591344,20,1204,0.4
L9H16,query_change,earlier,source,first,raw,0.0004004901136153787,0.007724059606373425,-0.014337620836623174,0.021137456963027733,20,944,0.5
L9H16,query_change,earlier,source,first,output,0.0015576972675618026,0.03094882345815867,-0.06794670325558202,0.04414360225200653,20,944,0.5
L9H16,query_change,earlier,source,last,raw,0.001276381877629794,0.007371294453242906,-0.010587181868376556,0.011530748312024103,20,944,0.55
L9H16,query_change,earlier,source,last,output,-0.0008677428529009782,0.017174326367720233,-0.03637656094371409,0.031146564483642582,20,944,0.4
L9H16,query_change,final,source,first,raw,0.0018095274766286213,0.006861304296587087,-0.00979455312093099,0.019366025924682617,20,40,0.55
L9H16,query_change,final,source,first,output,-0.005014612277348836,0.027426029104055605,-0.07408650716145833,0.04067277908325195,20,40,0.5
L9H16,query_change,final,source,last,raw,0.0011636098225911457,0.009165922900665367,-0.013022104899088541,0.024321238199869793,20,40,0.5
L9H16,query_change,final,source,last,output,-0.0018039544423421219,0.026572794098447292,-0.049724578857421875,0.05262247721354167,20,40,0.55
L9H16,query_change,final,target,first,raw,-0.0008090933163960774,0.005261447403864454,-0.009375254313151043,0.008509635925292969,20,40,0.5
L9H16,query_change,final,target,first,output,0.0019999245802561436,0.027363725192574084,-0.04101880391438802,0.06611935297648111,20,40,0.45
L9H16,query_change,final,target,last,raw,0.0019728144009908037,0.006645486195935289,-0.007494608561197917,0.01328889528910319,20,40,0.6
L9H16,query_change,final,target,last,output,-0.002651627858479818,0.024501361173926074,-0.06012980143229167,0.03132756551106771,20,40,0.45
L9H23,query_change,earlier,target,first,raw,-0.0007447003438480299,0.005364095595660558,-0.011772290557280353,0.007603203407441726,20,1204,0.55
L9H23,query_change,earlier,target,first,output,0.002839913186627914,0.008170859917895843,-0.006788612358153812,0.024847744592551978,20,1204,0.6
L9H23,query_change,earlier,target,last,raw,0.002043523657242496,0.006205619473719716,-0.009907662183388897,0.011846259323477049,20,1204,0.7
L9H23,query_change,earlier,target,last,output,-0.0016216169429919911,0.006988637831571051,-0.016441659581276677,0.0101359314388699,20,1204,0.35
L9H23,query_change,earlier,source,first,raw,0.0001937995575070057,0.006719003060832593,-0.01211075484752655,0.00907877008120219,20,944,0.6
L9H23,query_change,earlier,source,first,output,0.001058865261385545,0.012774089148102047,-0.026002200113402475,0.03671437218075707,20,944,0.55
L9H23,query_change,earlier,source,last,raw,-0.0021421936229716913,0.007924234182292607,-0.02240236688543249,0.013211850325266523,20,944,0.4
L9H23,query_change,earlier,source,last,output,0.00017853875602388383,0.007034923262388535,-0.013636625475353664,0.009807192410031954,20,944,0.6
L9H23,query_change,final,source,first,raw,-0.0009491801261901859,0.010215749365406463,-0.01692962646484375,0.019556681315104164,20,40,0.55
L9H23,query_change,final,source,first,output,0.0010923792918523154,0.012064651469514746,-0.026192347208658855,0.034174601236979164,20,40,0.6
L9H23,query_change,final,source,last,raw,0.00027349988619486496,0.007429072971972786,-0.015544255574544271,0.011929194132486979,20,40,0.7
L9H23,query_change,final,source,last,output,0.00015119314193725594,0.007825901393341396,-0.014956315358479817,0.013336817423502605,20,40,0.6
L9H23,query_change,final,target,first,raw,0.0010640541712443033,0.005517357008780161,-0.008587519327799479,0.01156934102376302,20,40,0.6
L9H23,query_change,final,target,first,output,0.0020664130647977197,0.007866737982231703,-0.009715398152669271,0.02438767751057943,20,40,0.55
L9H23,query_change,final,target,last,raw,0.004127418994903564,0.004396128861401641,-0.0016426245371500652,0.01630608240763346,20,40,0.8
L9H23,query_change,final,target,last,output,-0.0006465872128804526,0.0071749935542957605,-0.017244974772135418,0.010869503021240234,20,40,0.45
L11H3,query_change,earlier,target,first,raw,0.0012698881227512276,0.004909627437495642,-0.011903942316427999,0.009450685018780589,20,1204,0.7
L11H3,query_change,earlier,target,first,output,0.006722846866220626,0.012350793833438562,-0.016166119979172156,0.03251947205642174,20,1204,0.75
L11H3,query_change,earlier,target,last,raw,0.0013131115211889332,0.006417142465557936,-0.014001753823510531,0.012048085530598959,20,1204,0.6
L11H3,query_change,earlier,target,last,output,-0.004687770137713006,0.02634344760253488,-0.048259455582191205,0.03254282962509066,20,1204,0.55
L11H3,query_change,earlier,source,first,raw,0.0009606672152634606,0.005942895894311251,-0.017596842514144048,0.012128374714782272,20,944,0.7
L11H3,query_change,earlier,source,first,output,-0.003431970242504486,0.023645521315952163,-0.0774777409032727,0.03474094956009476,20,944,0.6
L11H3,query_change,earlier,source,last,raw,-0.0035422935155757333,0.009718090089140955,-0.03125438513579192,0.013518880242886753,20,944,0.35
L11H3,query_change,earlier,source,last,output,0.0014777776932034423,0.02249809446925291,-0.05349649943358509,0.04240494033917278,20,944,0.55
L11H3,query_change,final,source,first,raw,-0.0013903399308522542,0.006523567680555894,-0.012600262959798176,0.008052825927734375,20,40,0.45
L11H3,query_change,final,source,first,output,-0.002994845310846965,0.02694579443800485,-0.085235595703125,0.03253046671549479,20,40,0.55
L11H3,query_change,final,source,last,raw,6.880760192871092e-05,0.0050706774282528325,-0.00785207748413086,0.008480707804361979,20,40,0.45
L11H3,query_change,final,source,last,output,0.001970811684926351,0.023169573027070726,-0.05207951863606771,0.04169813791910808,20,40,0.55
L11H3,query_change,final,target,first,raw,-0.0003686904907226562,0.0037660610248616867,-0.007691542307535807,0.0071989695231119795,20,40,0.5
L11H3,query_change,final,target,first,output,0.008781221508979798,0.01564971968439134,-0.017471174399058022,0.04818153381347656,20,40,0.7
L11H3,query_change,final,target,last,raw,0.0006696780522664388,0.006177444874301912,-0.009437878926595053,0.01228014628092448,20,40,0.5
L11H3,query_change,final,target,last,output,-0.006678146123886108,0.025095266557560662,-0.048633575439453125,0.02949301401774089,20,40,0.4
L11H15,query_change,earlier,target,first,raw,-0.0006511235226502583,0.003937390151685869,-0.00846835868111972,0.006893785520531667,20,1204,0.4
L11H15,query_change,earlier,target,first,output,-0.004034029342867294,0.019667523847276647,-0.04411586655510797,0.029668632306550674,20,1204,0.45
L11H15,query_change,earlier,target,last,raw,-0.0009062343052711974,0.003958911394568403,-0.0076509589950243635,0.009134132353985896,20,1204,0.35
L11H15,query_change,earlier,target,last,output,-0.007450263914335044,0.0198643021293602,-0.03423607140256647,0.028698818657987863,20,1204,0.35
L11H15,query_change,earlier,source,first,raw,-0.0008998044267317769,0.006218554973699381,-0.00989434560139974,0.011151461374192012,20,944,0.4
L11H15,query_change,earlier,source,first,output,-0.004714121207977848,0.02518929288393376,-0.047250456280178495,0.04018087563691316,20,944,0.4
L11H15,query_change,earlier,source,last,raw,-0.00044737958956363123,0.0039994476321445135,-0.007459519602728229,0.005399602910746698,20,944,0.5
L11H15,query_change,earlier,source,last,output,-0.0010648606211345443,0.019844182287509685,-0.030239825346031972,0.02983819574549578,20,944,0.45
L11H15,query_change,final,source,first,raw,-0.000791617234547933,0.005480649988608256,-0.014375686645507812,0.011968612670898438,20,40,0.45
L11H15,query_change,final,source,first,output,-0.0021983663241068514,0.03510695258097488,-0.07780710856119791,0.061475118001302086,20,40,0.6
L11H15,query_change,final,source,last,raw,-0.0009324193000793459,0.0060587959220011565,-0.015933831532796223,0.00695037841796875,20,40,0.5
L11H15,query_change,final,source,last,output,-0.002271620432535807,0.03186777752966779,-0.06430308024088542,0.05494562784830729,20,40,0.5
L11H15,query_change,final,target,first,raw,-0.0014857649803161621,0.003826648717203056,-0.007405598958333333,0.006974458694458008,20,40,0.45
L11H15,query_change,final,target,first,output,0.000401163101196289,0.01804094932527987,-0.026508808135986328,0.03469594319661458,20,40,0.4
L11H15,query_change,final,target,last,raw,-0.0022534410158793127,0.007566884004522882,-0.016527811686197918,0.00841522216796875,20,40,0.5
L11H15,query_change,final,target,last,output,0.002008342742919922,0.030538173191455027,-0.07271385192871094,0.06382242838541666,20,40,0.45
L12H2,query_change,earlier,target,first,raw,-0.0003452363252532758,0.004825868473354145,-0.01137261829156985,0.007949433629474943,20,1204,0.55
L12H2,query_change,earlier,target,first,output,0.0028221138878961943,0.012877189139981794,-0.017726722804979344,0.027343717114678746,20,1204,0.5
L12H2,query_change,earlier,target,last,raw,0.00016861583494450717,0.005914450788851787,-0.012717398386152963,0.00881732137579667,20,1204,0.55
L12H2,query_change,earlier,target,last,output,-0.011213242118110004,0.015954907239333793,-0.03601075314927375,0.020420097913898403,20,1204,0.25
L12H2,query_change,earlier,source,first,raw,-0.0020777615297144026,0.006466963741375272,-0.01947484154632126,0.00983631486694018,20,944,0.45
L12H2,query_change,earlier,source,first,output,-0.002437963124117025,0.010812180749527176,-0.022567849228347557,0.01650276040354519,20,944,0.45
L12H2,query_change,earlier,source,last,raw,0.000505435885417237,0.0062994266836132575,-0.01071627148323589,0.012800681591033935,20,944,0.45
L12H2,query_change,earlier,source,last,output,0.001411897989072724,0.017455620882586974,-0.028527745494136107,0.02451044155491723,20,944,0.55
L12H2,query_change,final,source,first,raw,0.002468349536259969,0.0055236938116034855,-0.0065212249755859375,0.01171112060546875,20,40,0.6
L12H2,query_change,final,source,first,output,-0.0021462072928746545,0.013752232984681029,-0.03832753499348958,0.021484692891438804,20,40,0.45
L12H2,query_change,final,source,last,raw,-0.002149128913879395,0.008048860124771252,-0.017642974853515625,0.013722101847330729,20,40,0.45
L12H2,query_change,final,source,last,output,0.0022429784138997396,0.014438803956784067,-0.025884469350179035,0.02016448974609375,20,40,0.6
L12H2,query_change,final,target,first,raw,0.00033659736315409344,0.005647060832893423,-0.011711915334065756,0.010767340660095215,20,40,0.45
L12H2,query_change,final,target,first,output,0.0035670022169748935,0.014802862267638968,-0.020023345947265625,0.039986928304036454,20,40,0.55
L12H2,query_change,final,target,last,raw,-0.0013460795084635413,0.0068766173315926845,-0.013945261637369791,0.008876800537109375,20,40,0.4
L12H2,query_change,final,target,last,output,-0.007114233573277791,0.01108939456988093,-0.02428436279296875,0.01332855224609375,20,40,0.2
L13H1,query_change,earlier,target,first,raw,0.0024456429047098162,0.005268443223262619,-0.006161766126751899,0.014527480504666155,20,1204,0.7
L13H1,query_change,earlier,target,first,output,0.00040321003230432955,0.007560714539596194,-0.016195592866546808,0.009457030344283444,20,1204,0.65
L13H1,query_change,earlier,target,last,raw,-0.0016291603761049947,0.005048202800864693,-0.013627591188888104,0.008032199566957183,20,1204,0.4
L13H1,query_change,earlier,target,last,output,-0.00014346197571706558,0.006429770310822341,-0.015341922983355905,0.010381046094392476,20,1204,0.4
L13H1,query_change,earlier,source,first,raw,0.0005367044926009705,0.005221073430056697,-0.010100208843747774,0.011275354852067666,20,944,0.5
L13H1,query_change,earlier,source,first,output,0.001352112665817798,0.011121542562549606,-0.023682450149076203,0.018024931765264932,20,944,0.65
L13H1,query_change,earlier,source,last,raw,0.0010947599583776366,0.00676951854570731,-0.008113928720460715,0.021195660697089298,20,944,0.5
L13H1,query_change,earlier,source,last,output,-0.0016248396871367792,0.009802796308849676,-0.023327159881591793,0.021314423153365868,20,944,0.4
L13H1,query_change,final,source,first,raw,0.0005026956399281822,0.004617453730577672,-0.008257230122884115,0.007899840672810873,20,40,0.6
L13H1,query_change,final,source,first,output,0.0018404622872670493,0.011854249043576038,-0.021355311075846352,0.025873819986979164,20,40,0.6
L13H1,query_change,final,source,last,raw,0.0008658895889918009,0.007108847896618291,-0.01112826665242513,0.01294692357381185,20,40,0.5
L13H1,query_change,final,source,last,output,-0.0016579171021779376,0.00878065181845867,-0.02057774861653646,0.01744182904561361,20,40,0.4
L13H1,query_change,final,target,first,raw,0.00022353331247965485,0.002865408724463465,-0.0064907073974609375,0.0045166015625,20,40,0.65
L13H1,query_change,final,target,first,output,-0.0004555930693944298,0.008449389783001405,-0.019649505615234375,0.010896126429239908,20,40,0.55
L13H1,query_change,final,target,last,raw,-0.0020031332969665523,0.006248904163521292,-0.009469350179036459,0.014199574788411457,20,40,0.25
L13H1,query_change,final,target,last,output,0.00043261249860127753,0.007094924696450007,-0.008355577786763508,0.013161182403564453,20,40,0.45
L13H30,query_change,earlier,target,first,raw,0.00020565619203345253,0.0046676888591628204,-0.009954118066363864,0.007729454287167253,20,1204,0.6
L13H30,query_change,earlier,target,first,output,0.00250996995851299,0.009940655164405853,-0.01418847119671175,0.019671399426716633,20,1204,0.6
L13H30,query_change,earlier,target,last,raw,-0.0016767262544770255,0.004870532576324605,-0.012387854523128933,0.008902619624960011,20,1204,0.35
L13H30,query_change,earlier,target,last,output,0.007086396212775789,0.01825973370890878,-0.02054051147110161,0.03680485173275596,20,1204,0.45
L13H30,query_change,earlier,source,first,raw,0.00015948793540742113,0.006063308238211621,-0.010869672112431087,0.009016203231552021,20,944,0.65
L13H30,query_change,earlier,source,first,output,0.003503727608780055,0.021120186377875584,-0.03193786243597666,0.04012532035509745,20,944,0.55
L13H30,query_change,earlier,source,last,raw,-0.0014605243601295143,0.0059630850467285975,-0.011334013055872033,0.008966603985539187,20,944,0.35
L13H30,query_change,earlier,source,last,output,0.009072217846141354,0.018184521342665,-0.021318675709419508,0.037366420664685845,20,944,0.6
L13H30,query_change,final,source,first,raw,-0.0012866179148356119,0.00568151391833298,-0.01572736104329427,0.006293455759684244,20,40,0.55
L13H30,query_change,final,source,first,output,0.0005692283312479652,0.0182990103412388,-0.025237401326497398,0.03885205586751302,20,40,0.45
L13H30,query_change,final,source,last,raw,-0.0024733185768127442,0.006738481289183791,-0.013596852620442707,0.012240409851074219,20,40,0.4
L13H30,query_change,final,source,last,output,0.008275890350341798,0.019188516092765968,-0.021022160847981773,0.043591817220052086,20,40,0.6
L13H30,query_change,final,target,first,raw,-0.000533048311869303,0.0054499918809181366,-0.009076754252115885,0.01249853769938151,20,40,0.45
L13H30,query_change,final,target,first,output,0.002489084998766581,0.009543230304692531,-0.013289074103037516,0.01891016960144043,20,40,0.55
L13H30,query_change,final,target,last,raw,-0.0016087929407755531,0.007990677432218521,-0.01636632283528646,0.013285319010416668,20,40,0.45
L13H30,query_change,final,target,last,output,0.007440733909606934,0.019139683660104684,-0.022305806477864586,0.03747749328613281,20,40,0.55
L14H26,query_change,earlier,target,first,raw,-0.0011348714450565773,0.004215108557385695,-0.008571928316126756,0.007660601728705952,20,1204,0.4
L14H26,query_change,earlier,target,first,output,0.004180015516515899,0.010689688868675497,-0.013323018425389343,0.03173166806580591,20,1204,0.65
L14H26,query_change,earlier,target,last,raw,0.0035404871204771696,0.004142289074487721,-0.002735171999250139,0.010033012697936364,20,1204,0.75
L14H26,query_change,earlier,target,last,output,-0.003591692367451692,0.012324004543780492,-0.022436295336450054,0.02994550738418311,20,1204,0.35
L14H26,query_change,earlier,source,first,raw,-0.0004195147349622151,0.005248930894319632,-0.011994984414842395,0.0076049099797787885,20,944,0.6
L14H26,query_change,earlier,source,first,output,0.0008309836116571788,0.017715190723727316,-0.04582698362461035,0.026906534830729165,20,944,0.6
L14H26,query_change,earlier,source,last,raw,0.00023542221029877855,0.006214023242294438,-0.0085585065509962,0.010625996451446976,20,944,0.55
L14H26,query_change,earlier,source,last,output,-0.004385650666734089,0.012392881686947155,-0.0221851666768392,0.019647475813521817,20,944,0.3
L14H26,query_change,final,source,first,raw,-0.0003691921631495159,0.006418146557720485,-0.011416435241699219,0.009126981099446615,20,40,0.55
L14H26,query_change,final,source,first,output,0.026754589875539143,0.051654875270473306,-0.07825660705566406,0.1157391866048177,20,40,0.75
L14H26,query_change,final,source,last,raw,0.000589438279469808,0.007746992886024007,-0.012288888295491535,0.013065020243326822,20,40,0.6
L14H26,query_change,final,source,last,output,-0.0078098932902018236,0.05813879466944408,-0.1912841796875,0.06303787231445312,20,40,0.5
L14H26,query_change,final,target,first,raw,-0.0006103754043579104,0.0050690536046347785,-0.014367421468098959,0.005145390828450521,20,40,0.45
L14H26,query_change,final,target,first,output,0.0032049496968587247,0.02254577252090678,-0.044226010640462235,0.036580403645833336,20,40,0.5
L14H26,query_change,final,target,last,raw,-0.003241344292958577,0.006695638984120891,-0.015514373779296875,0.010850111643473307,20,40,0.15
L14H26,query_change,final,target,last,output,-0.007624340057373047,0.037786871868629286,-0.06437428792317708,0.10825411478678384,20,40,0.45
L15H3,query_change,earlier,target,first,raw,-0.00027246809716895885,0.006149200062636351,-0.013498343270400472,0.011943258088210533,20,1204,0.4
L15H3,query_change,earlier,target,first,output,0.003895381413089806,0.014221417739554312,-0.016924208030104637,0.03172485285965854,20,1204,0.65
L15H3,query_change,earlier,target,last,raw,-0.0024235948971438894,0.00564477909440714,-0.01576397711770576,0.004570225559214436,20,1204,0.4
L15H3,query_change,earlier,target,last,output,-0.0058222885475668175,0.010313466312495155,-0.027057501091354193,0.022211317156181954,20,1204,0.2
L15H3,query_change,earlier,source,first,raw,-0.0012641765055434401,0.006613492676239188,-0.014080402586195204,0.0113842131363021,20,944,0.4
L15H3,query_change,earlier,source,first,output,0.0034757175221335557,0.026815274309912318,-0.06996603979580644,0.03826643496143574,20,944,0.65
L15H3,query_change,earlier,source,last,raw,-0.0013328571009164358,0.007024916492677216,-0.019576664324159974,0.014131312900119358,20,944,0.5
L15H3,query_change,earlier,source,last,output,-0.0037662159411824374,0.015204161882137761,-0.033443268140157065,0.02146036728568699,20,944,0.3
L15H3,query_change,final,source,first,raw,-0.0005185117324193319,0.008495272237706445,-0.015379508336385092,0.01597452163696289,20,40,0.35
L15H3,query_change,final,source,first,output,0.0038718938827514648,0.036771441213535205,-0.08295400937398274,0.0517730712890625,20,40,0.5
L15H3,query_change,final,source,last,raw,0.0008213678995768227,0.0059768971253546755,-0.008196830749511719,0.016422271728515625,20,40,0.5
L15H3,query_change,final,source,last,output,-0.0028496424357096345,0.027081809123297773,-0.0726175308227539,0.04977480570475261,20,40,0.5
L15H3,query_change,final,target,first,raw,0.0005596081415812172,0.0051019324730484815,-0.006713231404622396,0.012376626332600912,20,40,0.5
L15H3,query_change,final,target,first,output,0.002451295653978984,0.022185385565792602,-0.03575899203618367,0.04593181610107422,20,40,0.5
L15H3,query_change,final,target,last,raw,-0.002261495590209961,0.004938048111386289,-0.010518074035644531,0.0058142344156901045,20,40,0.35
L15H3,query_change,final,target,last,output,-0.008047227064768472,0.022410831867769123,-0.057116190592447914,0.040139834086100265,20,40,0.4
L15H27,query_change,earlier,target,first,raw,-0.0001396176933815585,0.004646355502263085,-0.006592753337837801,0.014327828349962912,20,1204,0.45
L15H27,query_change,earlier,target,first,output,-0.0016657295717205146,0.004665256121542198,-0.011000080697837917,0.004991926715872382,20,1204,0.45
L15H27,query_change,earlier,target,last,raw,-0.001135615897970576,0.004271776014875019,-0.008626208908256444,0.008156216209703455,20,1204,0.35
L15H27,query_change,earlier,target,last,output,0.0029847574213341644,0.009567366686946164,-0.012157689980281296,0.023278061758007916,20,1204,0.6
L15H27,query_change,earlier,source,first,raw,0.0021767697855789537,0.0067471126805676625,-0.01369069711021755,0.012261812885602316,20,944,0.75
L15H27,query_change,earlier,source,first,output,0.003944239070254879,0.008730156969908247,-0.013942045419394564,0.0227549961871571,20,944,0.75
L15H27,query_change,earlier,source,last,raw,0.002659767114003569,0.004353444983859642,-0.005303639469417275,0.010661914613511826,20,944,0.75
L15H27,query_change,earlier,source,last,output,-0.002017517020534195,0.007921837219414697,-0.021744649498550983,0.008165823618570963,20,944,0.45
