group,mode,direction,population,query_first,full_gap,normalized_mean,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,ci_low,ci_high,ma_ci_low,ma_ci_high
I1,mean,restore,core20,False,8.523720169067383,0.18293107706841005,20,1.5592533111572267,1.7219120025634767,1.719573974609375,-1.16937255859375,3.927734375,0.8,0.9,True,coherent,0.9069335079193116,2.208587951660156,1.1616384315490722,2.2980216789245604
I1,mean,restore,additional69,True,14.77806554324385,0.3086184526691106,69,4.560783721398616,4.560783721398616,4.3293352127075195,0.355224609375,9.4375,1.0,1.0,True,coherent,4.109786677101384,5.0245442212491795,4.109786677101384,5.0245442212491795
I1,mean,restore,additional69,False,7.545689016148664,0.0952849795370864,69,0.718990823496943,1.6071009981459465,0.900146484375,-5.5980377197265625,4.68310546875,0.7101449275362319,0.9420289855072463,True,coherent,0.2566860917685688,1.1526751366214476,1.3279826841492584,1.9055540278338001
I1,mean,restore,all89,True,14.575445528780476,0.3180654774215153,89,4.635946040742852,4.635946040742852,4.445037841796875,0.355224609375,9.4375,1.0,1.0,True,coherent,4.247189260198829,5.0334767438052745,4.247189260198829,5.0334767438052745
I1,mean,restore,all89,False,7.765471297703432,0.11690389670235674,89,0.9078138544318382,1.6329012238577512,1.017578125,-5.5980377197265625,4.68310546875,0.7303370786516854,0.9325842696629213,True,coherent,0.5102573716238643,1.284457626771391,1.3778921855969377,1.895563800683182
I2,donor,noise,core20,True,13.876406478881837,0.6153464987116427,20,8.538798141479493,8.538798141479493,9.030319213867188,5.0723876953125,11.2130126953125,1.0,1.0,True,coherent,7.728046464920044,9.320016326904296,7.728046464920044,9.320016326904296
I2,donor,noise,core20,False,8.523720169067383,0.30280560861254807,20,2.5810302734375,2.5810302734375,2.4469146728515625,0.166015625,5.96826171875,1.0,1.0,True,coherent,1.887413902282715,3.2927769470214843,1.887413902282715,3.2927769470214843
I2,donor,noise,additional69,True,14.77806554324385,0.5879117596710082,69,8.688198518061984,8.688198518061984,8.644954681396484,0.5625,14.733154296875,1.0,1.0,True,coherent,8.057792773454086,9.304437609686367,8.057792773454086,9.304437609686367
I2,donor,noise,additional69,False,7.545689016148664,0.288356954569826,69,2.1758519048276157,2.3088935078054234,2.14923095703125,-1.3719482421875,6.61279296875,0.8985507246376812,0.9420289855072463,True,coherent,1.7366798262665237,2.6118081687153247,1.9111187229985778,2.711620001862013
I2,donor,noise,all89,True,14.575445528780476,0.5937811906085159,89,8.65462539972884,8.65462539972884,8.71826171875,0.5625,14.733154296875,1.0,1.0,True,coherent,8.141460583986861,9.16616085325734,8.141460583986861,9.16616085325734
I2,donor,noise,all89,False,7.765471297703432,0.2919208811301343,89,2.2669032236163535,2.3700478371609464,2.18353271484375,-1.3719482421875,6.61279296875,0.9213483146067416,0.9550561797752809,True,coherent,1.8867091318194784,2.646666683239883,2.0185703170433476,2.723814827136779
I2,donor,restore,core20,True,13.876406478881837,0.6278140299938693,20,8.711802673339843,8.711802673339843,8.348907470703125,4.7353515625,11.6162109375,1.0,1.0,True,coherent,7.821791152954101,9.570814933776855,7.821791152954101,9.570814933776855
I2,donor,restore,core20,False,8.523720169067383,0.3012475015575476,20,2.5677494049072265,2.5677494049072265,2.32501220703125,0.19482421875,5.96630859375,1.0,1.0,True,coherent,1.7996464538574217,3.3765607452392543,1.7996464538574217,3.3765607452392543
I2,donor,restore,additional69,True,14.77806554324385,0.5924431211959172,69,8.755163275677225,8.755163275677225,9.073577880859375,0.992431640625,14.88916015625,1.0,1.0,True,coherent,8.178009967527528,9.329802504829738,8.178009967527528,9.329802504829738
I2,donor,restore,additional69,False,7.545689016148664,0.2851494996480956,69,2.1516494474549224,2.3090980363928755,2.0567626953125,-1.15618896484375,8.09033203125,0.8695652173913043,0.9710144927536232,True,coherent,1.7082366065702577,2.607949917558309,1.9184935880743939,2.7267584275508274
I2,donor,restore,all89,True,14.575445528780476,0.6000104286916792,89,8.745419320095792,8.745419320095792,9.052017211914062,0.992431640625,14.88916015625,1.0,1.0,True,coherent,8.253103334448312,9.231682428081383,8.253103334448312,9.231682428081383
