head,common40_exact_P,in_stage3
L13H23,0.05133037567138672,False
L14H5,0.050980567932128906,False
L9H2,0.05023651123046875,False
L31H27,-0.04874858856201172,False
L14H21,-0.042954444885253906,False
L15H30,0.042011070251464847,False
L16H27,0.041135406494140624,False
L8H8,-0.04021615982055664,True
L4H10,0.03970346450805664,False
L12H3,-0.03925175666809082,False
L16H19,0.038205718994140624,False
L10H22,0.037218570709228516,False
L14H24,0.03649444580078125,False
L2H8,-0.03610858917236328,False
L11H2,0.03577556610107422,False
L24H17,0.03552989959716797,True
L6H30,0.03530559539794922,False
L9H17,0.03446216583251953,True
L15H18,0.034339070320129395,True
L1H13,0.034194564819335936,False
L15H5,0.034071159362792966,False
L21H8,0.03364696502685547,False
L5H19,0.03330860137939453,False
L31H9,0.03293285369873047,False
L10H21,0.03237972259521484,False
L28H11,-0.032132625579833984,False
L6H19,0.03160614967346191,False
L11H3,0.03150653839111328,True
L17H29,0.03105010986328125,False
L24H5,-0.030791091918945312,False
L10H1,-0.030636119842529296,False
L1H27,0.02895050048828125,True
L11H14,0.027682685852050783,False
L24H21,0.027216529846191405,False
L12H11,-0.026990318298339845,False
L25H21,0.026913833618164063,True
L25H25,0.02682838439941406,False
L31H20,0.026702690124511718,False
L10H16,-0.026601189374923707,True
L10H4,-0.026314640045166017,False
L18H26,0.02610492706298828,False
L10H31,-0.025455236434936523,False
L2H1,-0.02518291473388672,True
L8H21,0.025153088569641113,False
L4H14,0.025115299224853515,False
L18H11,-0.024828720092773437,False
L24H2,0.024503326416015624,False
L20H23,0.024416542053222655,False
L27H29,-0.023686552047729494,False
L27H1,-0.023669624328613283,False
L1H19,-0.02365264892578125,False
L24H16,-0.023166656494140625,False
L26H13,-0.023124551773071288,False
L7H6,-0.02311229705810547,False
L10H19,0.023085784912109376,False
L1H16,0.022988414764404295,False
L15H8,0.02219047546386719,False
L30H4,0.022009944915771483,False
L1H22,-0.021665191650390624,False
L12H26,-0.021100616455078124,False
L20H18,0.021002960205078126,False
L17H6,0.020965003967285158,False
L19H29,0.020900535583496093,False
L7H28,-0.020877838134765625,False
L14H15,0.020797920227050782,False
L17H11,0.020743179321289062,False
L8H12,0.020407819747924806,False
L2H24,0.02020435333251953,False
L15H19,0.02007904052734375,False
L10H26,-0.0196685791015625,False
L14H25,-0.01942892074584961,False
L16H16,0.019186019897460938,True
L26H19,-0.018882942199707032,False
L28H5,0.01869544982910156,False
L14H7,0.01832103729248047,False
L17H22,0.018204307556152342,False
L30H25,0.018197250366210938,False
L21H24,0.01803116798400879,True
L28H18,-0.018024659156799315,False
L30H0,-0.018023109436035155,False
L19H23,-0.01785588264465332,False
L24H24,0.017798423767089844,False
L9H8,0.017330169677734375,False
L28H28,-0.017309188842773438,False
L7H15,-0.01729307174682617,False
L4H23,-0.017282485961914062,False
L26H5,0.016926383972167967,False
L2H5,-0.016825103759765626,False
L23H10,0.016782760620117188,True
L13H6,-0.01640777587890625,False
L11H12,-0.016368389129638672,False
L13H19,0.016261863708496093,False
L13H7,-0.01620903015136719,False
L9H3,0.016104698181152344,False
L16H4,0.015938568115234374,True
L31H10,0.01573190689086914,False
L8H4,0.015712499618530273,False
L14H6,0.01558094024658203,False
L25H12,-0.01526937484741211,False
L11H7,0.014999198913574218,True
L3H30,-0.014961433410644532,False
L28H12,-0.014910435676574707,False
L17H12,0.014876365661621094,False
L15H2,0.014857101440429687,True
L30H12,0.014768218994140625,False
L5H10,0.014553070068359375,False
L24H7,0.014487648010253906,False
L16H0,-0.014306640625,False
L11H27,0.014305877685546874,True
L22H31,0.014155864715576172,True
L19H11,-0.014130258560180664,False
L29H17,0.014042472839355469,False
L20H14,0.013936424255371093,True
L17H18,-0.013887500762939453,False
L13H20,0.013879013061523438,False
L16H23,0.013835763931274414,False
L13H3,0.013831901550292968,False
L10H14,0.013735771179199219,False
L7H18,-0.013592815399169922,True
L0H16,0.01354389190673828,False
L3H16,0.013332128524780273,False
L27H22,0.013273239135742188,False
L9H1,0.013177585601806641,False
L13H13,-0.01308298110961914,False
L23H12,0.013017082214355468,False
L4H13,0.0128997802734375,False
L25H6,-0.012885093688964844,False
L10H2,0.012852668762207031,False
L12H21,-0.012802886962890624,False
L23H21,-0.012764167785644532,False
L9H21,-0.012705802917480469,False
L29H9,0.012558746337890624,False
L15H4,-0.01248016357421875,False
L14H13,0.012403488159179688,False
L13H12,-0.012298583984375,False
L5H18,-0.012072181701660157,True
L12H2,0.012058448791503907,True
L10H7,0.011919689178466798,False
L19H9,0.011867332458496093,False
L29H11,-0.011828804016113281,False
L6H7,0.011791038513183593,False
L3H4,-0.011663055419921875,False
L4H3,-0.011610794067382812,False
L11H28,-0.011337089538574218,False
L23H1,0.011263561248779298,False
L16H25,0.011036872863769531,False
L5H8,-0.011027717590332031,False
L12H10,-0.01102619171142578,False
L6H24,0.011005997657775879,True
L15H28,0.01098775863647461,True
L21H28,-0.010789847373962403,False
L8H30,-0.01077423095703125,False
L8H23,-0.010710906982421876,False
L18H13,0.010686492919921875,False
L0H14,0.010683822631835937,False
L12H16,0.01061840057373047,False
L14H22,0.01061840057373047,False
L4H28,0.010579109191894531,False
L4H30,0.010551643371582032,False
L11H20,-0.010481643676757812,True
L5H14,-0.010319709777832031,False
L15H27,0.010307693481445312,True
L12H14,0.010269927978515624,False
L14H8,-0.01002044677734375,False
L0H1,0.009851646423339844,True
L7H11,-0.009809398651123047,False
L11H17,-0.00978679656982422,False
L27H31,0.009778261184692383,False
L13H28,0.009708976745605469,False
L11H30,0.009695816040039062,False
L26H4,0.009578657150268555,False
L5H24,0.009578609466552734,False
L1H12,0.009549331665039063,False
L6H16,-0.009548282623291016,False
L27H15,0.009501838684082031,False
L28H23,0.009451866149902344,False
L16H2,0.009399223327636718,True
L9H19,-0.009152984619140625,False
L13H17,-0.008979701995849609,False
L22H26,0.00896916389465332,False
L13H24,-0.008738327026367187,False
L17H8,0.00871448516845703,False
L22H30,-0.008683204650878906,False
L26H31,0.008524322509765625,True
L12H13,0.008520698547363282,False
L22H10,-0.008484172821044921,False
L29H3,-0.00843048095703125,False
L12H15,0.008388710021972657,False
L15H14,-0.008383750915527344,False
L7H30,0.008376693725585938,False
L18H7,0.008198165893554687,False
L5H1,0.008194923400878906,False
L7H2,-0.008084297180175781,False
L30H7,0.008068084716796875,False
L7H12,0.00800914764404297,False
L21H21,0.00796051025390625,False
L0H22,0.007736587524414062,False
L1H17,0.007696914672851563,False
L6H0,-0.007674980163574219,False
L11H1,-0.007623100280761718,False
L9H26,-0.007602882385253906,True
L17H5,-0.007547855377197266,True
L25H19,-0.007541465759277344,False
L2H7,0.0075225830078125,False
L17H7,-0.007515525817871094,False
L3H5,-0.007498741149902344,False
L31H28,-0.007463645935058594,False
L27H21,-0.007463598251342773,False
L7H0,-0.007456207275390625,False
L17H19,0.007430744171142578,False
L3H11,0.007417869567871094,True
L3H14,0.007401466369628906,False
L29H14,0.007311630249023438,False
L6H2,-0.007234382629394531,True
L1H9,0.0071380615234375,False
L6H23,0.007093048095703125,False
L11H24,-0.007090187072753907,False
L5H11,-0.007079696655273438,False
L5H31,-0.0070670127868652345,False
L12H23,0.007028722763061523,False
L3H25,0.007012748718261718,False
L11H8,0.007005500793457031,False
L11H13,0.007003974914550781,False
L8H19,-0.006970405578613281,False
L4H1,0.006962203979492187,False
L10H6,0.00693807601928711,False
L26H26,0.006935501098632812,False
L5H22,0.006913375854492187,False
L8H13,-0.006899070739746094,False
L13H14,-0.006804752349853516,False
L16H7,0.006726741790771484,False
L8H27,-0.00662384033203125,False
L9H7,-0.006589460372924805,False
L22H14,-0.006554412841796875,False
L31H1,-0.006552219390869141,True
L9H31,0.006516265869140625,False
L14H29,-0.006473922729492187,False
L30H31,-0.006425666809082031,False
L1H30,0.00640716552734375,False
L17H13,0.006373786926269531,False
L8H1,-0.0063629150390625,False
L4H2,0.006314849853515625,False
L17H27,0.006258583068847657,False
L25H0,-0.006213688850402832,False
L18H5,-0.006192302703857422,True
L16H15,-0.006185722351074219,False
L2H21,-0.006174659729003907,True
L18H9,-0.006169509887695312,False
L10H25,0.006125450134277344,False
L5H27,0.006045341491699219,False
L7H16,-0.006006431579589844,False
L25H8,0.005957221984863282,False
L12H29,0.005953025817871094,False
L30H14,0.005944538116455078,False
L12H22,-0.005906295776367187,False
L14H4,-0.0058990478515625,False
L2H22,-0.005842399597167969,True
L2H6,0.005806922912597656,False
L31H3,0.005768013000488281,False
L15H16,0.005753326416015625,False
L25H18,0.0057316780090332035,True
L16H3,0.005686330795288086,False
L8H14,-0.005685615539550781,False
L23H31,0.00568389892578125,False
L26H20,-0.005633354187011719,False
L15H29,0.005626106262207031,True
L3H26,0.005620288848876953,False
L28H26,-0.005521202087402343,False
L8H29,0.005489540100097656,False
L10H3,0.005457305908203125,False
L19H8,-0.005452919006347656,False
L14H10,-0.005430841445922851,True
L22H21,0.005395126342773437,False
L1H4,-0.005389022827148438,False
L6H26,-0.005310630798339844,False
L12H5,-0.005301284790039063,False
L0H4,0.005298233032226563,False
L13H25,0.00528717041015625,False
L1H8,0.005274367332458496,False
L15H0,0.0052623748779296875,True
L30H6,-0.005237770080566406,False
L5H2,-0.005211067199707031,False
L2H18,0.0052010536193847655,False
L30H3,-0.005191898345947266,True
L15H1,0.005181694030761718,False
L19H0,0.005165910720825196,False
L10H27,0.005161190032958984,False
L26H14,-0.005122184753417969,False
L31H8,-0.005111598968505859,False
L7H22,0.005103683471679688,False
L15H15,0.00503387451171875,False
L30H26,0.0050140380859375,False
L9H10,-0.005013179779052734,False
L22H18,0.004979753494262695,False
L28H22,0.004971122741699219,False
L15H11,-0.004895853996276856,False
L8H11,0.0048858642578125,False
L6H27,0.00487213134765625,False
L18H15,0.004854774475097657,True
L10H18,-0.004825401306152344,False
L12H24,-0.004817295074462891,False
L16H30,0.004693412780761718,False
L1H21,0.004691505432128906,False
L10H0,0.004682731628417969,False
L25H13,0.004630565643310547,True
L13H8,-0.004629707336425782,False
L12H9,-0.004613304138183593,True
L31H13,-0.0046024322509765625,False
L2H16,0.004594230651855468,False
L12H6,-0.004589653015136719,False
L13H0,0.004544258117675781,False
L4H8,0.004508781433105469,False
L7H25,-0.004505348205566406,True
L2H29,0.00446319580078125,False
L18H6,0.00442657470703125,False
L11H4,0.00442657470703125,True
L12H19,0.004391860961914062,False
L28H3,0.004320335388183594,False
L29H13,0.004295825958251953,False
L4H15,0.004285049438476562,False
L13H16,0.004280281066894531,False
L11H9,0.004273700714111328,False
L8H24,-0.004272842407226562,False
L14H28,0.004258441925048828,False
L5H21,0.004229354858398438,False
L22H7,-0.004209709167480469,False
L27H10,0.00418853759765625,False
L28H13,0.004168319702148438,False
L16H28,0.004149055480957032,False
L25H31,-0.004146003723144531,False
L12H1,-0.004133796691894532,False
L15H13,0.004109382629394531,False
L10H24,0.004100418090820313,False
L24H6,-0.004088783264160156,False
L27H2,0.004041481018066406,False
L20H13,0.004026222229003906,False
L11H11,0.004022026062011718,False
L30H16,-0.004018592834472656,False
L18H21,0.003998184204101562,False
L1H11,-0.003994369506835937,False
L6H12,-0.0039612770080566405,True
L5H0,0.003960037231445312,False
L23H24,-0.003950881958007813,False
L9H20,0.003924179077148438,False
L11H22,-0.003871726989746094,False
L3H12,0.003870391845703125,False
L14H3,0.0038572311401367187,False
L8H22,0.0038562774658203124,False
L3H24,-0.0038347244262695312,False
L8H3,0.003826284408569336,False
L6H6,-0.00382232666015625,False
L26H15,-0.0037723541259765624,False
L17H20,0.003765869140625,False
L8H16,-0.0037628173828125,True
L7H31,-0.0037578582763671876,False
L28H4,0.0037298202514648438,False
L5H12,-0.003668403625488281,False
L16H18,0.0036447525024414064,False
L13H21,-0.0036401748657226562,False
L1H0,0.0036397933959960937,False
L2H30,0.0036195755004882813,False
L10H13,-0.0036092758178710937,False
L30H10,0.003595924377441406,False
L9H25,-0.0035915374755859375,False
L1H26,-0.0035785675048828126,False
L6H21,0.003561592102050781,False
L5H3,0.003553009033203125,False
L5H4,0.003552818298339844,False
L17H10,-0.0035512566566467283,False
L17H23,-0.00352630615234375,False
L11H21,0.00350341796875,False
L2H31,0.0034952163696289062,False
L14H9,-0.0034862518310546874,False
L3H0,-0.0034759521484375,False
L7H7,0.0034379959106445312,False
L11H10,0.003426933288574219,False
L3H28,0.0034250259399414063,False
L2H23,-0.0034162521362304686,False
L31H16,-0.0034070968627929687,False
L23H0,-0.0033895492553710936,False
L10H29,0.003331756591796875,False
L14H2,0.003330039978027344,False
L4H20,0.0033277034759521484,False
L10H28,0.0033054351806640625,False
L7H24,0.003288459777832031,False
L16H26,0.0032827377319335936,False
L4H12,-0.003277015686035156,False
L5H6,0.003277015686035156,False
L23H28,0.003253936767578125,False
L8H6,-0.0032484054565429686,False
L14H1,0.0032482147216796875,False
L21H12,0.0032457351684570313,False
L2H0,0.0032329559326171875,False
L0H12,0.0032102584838867186,False
L20H20,-0.0031831741333007814,False
L9H13,-0.0031541824340820313,False
L27H20,0.00314788818359375,False
L0H2,0.003145599365234375,False
L12H8,-0.0031299591064453125,False
L5H28,0.0031230926513671877,False
L6H10,-0.003112030029296875,False
L10H8,0.0031055450439453126,False
L15H24,-0.003081512451171875,False
L5H26,-0.0030576705932617186,False
L13H11,-0.0030208587646484374,False
L6H31,-0.0030206680297851563,False
L10H10,-0.003001976013183594,False
L29H23,0.0030004501342773436,False
L5H20,-0.002999114990234375,False
L13H27,-0.002974128723144531,False
L6H5,-0.0029699325561523436,False
L3H10,0.0029687881469726562,False
L26H22,-0.002968025207519531,False
L18H29,-0.0029458999633789062,False
L27H25,0.002944755554199219,False
L7H21,0.0029405593872070313,False
L12H27,0.0029376983642578126,False
L10H12,0.0029109954833984376,False
L8H2,0.002901458740234375,False
L22H16,0.0028959274291992187,False
L6H13,-0.002894020080566406,False
L5H7,-0.0028881072998046876,False
L14H11,-0.002886390686035156,False
L7H13,0.002886199951171875,False
L4H19,0.0028720855712890624,False
L4H7,0.002861213684082031,False
L20H12,0.002838611602783203,False
L26H16,-0.002828025817871094,False
L9H14,0.0028276443481445312,False
L17H21,-0.002822685241699219,False
L4H0,-0.0028005599975585937,True
L3H6,0.00279998779296875,False
L26H17,0.0027762413024902343,False
L3H18,0.002748870849609375,False
L26H21,0.0027322769165039062,False
L10H9,0.0027300834655761717,False
L20H22,-0.0027177810668945314,False
L27H0,0.0027141571044921875,False
L6H22,-0.002701568603515625,False
L29H29,0.002695178985595703,False
L30H22,-0.002688026428222656,False
L26H12,0.0026769638061523438,False
L7H17,-0.0026632308959960937,False
L24H26,0.002662849426269531,False
L21H14,0.0026544570922851563,False
L6H29,0.00264739990234375,False
L16H13,-0.0026371002197265623,False
L9H0,-0.00262908935546875,False
L21H16,-0.0026165008544921874,False
L15H10,0.002605628967285156,False
L22H29,0.002600574493408203,False
L1H10,-0.00260014533996582,False
L19H15,-0.002596473693847656,False
L21H20,-0.002548027038574219,False
L12H31,0.0025472640991210938,False
L8H25,0.0025452613830566407,False
L26H18,-0.002533245086669922,False
L18H14,-0.002517509460449219,False
L3H1,-0.002513694763183594,False
L4H29,-0.002499961853027344,False
L27H8,0.002495574951171875,False
L9H9,-0.0024689674377441407,False
L17H31,-0.0024675369262695313,False
L15H22,0.002467441558837891,False
L5H15,-0.0024663925170898436,False
L2H28,-0.0024654388427734373,False
L31H0,0.002449512481689453,False
L17H9,-0.002445220947265625,False
L8H7,0.002418327331542969,False
L28H2,-0.0024053573608398436,False
L31H14,-0.002389335632324219,False
L4H31,-0.0023578643798828126,False
L6H20,0.0023555755615234375,False
L30H19,-0.002342414855957031,False
L0H5,0.00231475830078125,False
L25H30,0.0023084640502929687,False
L15H9,0.002286529541015625,False
L23H3,-0.002283668518066406,False
L0H6,0.0022806167602539063,False
L11H16,0.002257537841796875,False
L10H30,0.002248382568359375,False
L17H14,-0.002233123779296875,False
L8H5,-0.0022151947021484377,False
L11H18,0.0021887779235839843,False
L23H14,0.00218658447265625,False
L16H22,0.002182769775390625,False
L1H6,0.0021762847900390625,False
L3H7,0.002164745330810547,False
L14H20,-0.0021558284759521486,False
L29H4,0.002153778076171875,False
L18H23,-0.0021465301513671877,False
L16H12,0.0021450042724609373,False
L0H15,-0.0021396636962890624,False
L5H17,-0.00210113525390625,False
L6H15,0.0020910263061523437,False
L5H9,-0.002079296112060547,False
L5H5,0.002077484130859375,False
L11H6,-0.0020734786987304686,False
L6H18,0.002071380615234375,False
L11H25,0.0020503997802734375,False
L23H20,-0.0020450592041015626,False
L28H15,-0.002044391632080078,True
L6H17,-0.002033042907714844,False
L12H18,-0.002022457122802734,False
L30H30,0.002015495300292969,False
L19H25,0.001986122131347656,False
L4H22,-0.0019788742065429688,False
L8H20,0.001967048645019531,False
L16H10,-0.00195465087890625,False
L12H0,0.0019458770751953126,False
L11H19,-0.0019344329833984376,False
L27H14,0.0019329071044921875,False
L22H4,-0.001923370361328125,False
L16H17,0.0019208908081054688,False
L29H26,-0.0019008636474609375,False
L6H25,0.0018982887268066406,False
L0H23,-0.0018972396850585938,False
L24H27,0.0018968582153320312,False
L17H2,-0.0018960952758789063,False
L22H23,0.0018815994262695312,False
L9H4,0.0018795967102050782,False
L26H11,0.0018727302551269532,False
L21H31,-0.0018655776977539063,False
L21H4,0.001862812042236328,False
L1H23,-0.0018610000610351563,False
L2H27,0.001858997344970703,False
L2H3,-0.0018545150756835937,False
L2H26,-0.0018499374389648437,False
L18H2,-0.0018484115600585938,False
L1H29,0.0018306732177734374,False
L19H19,0.0018213272094726562,False
L3H13,-0.0018163681030273437,False
L17H4,0.0018072128295898438,False
L4H26,-0.0018039703369140624,False
L7H27,-0.0018007278442382813,False
L7H26,-0.0017986297607421875,False
L27H26,-0.0017887115478515624,False
L20H4,0.001788330078125,False
L19H7,-0.0017855167388916016,False
L7H29,-0.0017848968505859374,False
L23H13,0.0017782211303710937,False
L30H17,0.0017688751220703125,False
L18H27,0.0017681121826171875,False
L2H13,-0.0017644882202148438,False
L4H21,-0.0017578125,False
L13H4,0.001749420166015625,False
L17H15,0.0017345428466796875,False
L4H24,0.0017297744750976562,False
L9H27,-0.0017240524291992187,False
L23H19,0.0017205238342285155,False
L28H14,-0.0017190933227539062,False
L18H31,-0.0017187118530273438,False
L13H2,0.001708984375,False
L11H0,-0.001706695556640625,False
L24H28,-0.0016931533813476563,False
L10H15,0.0016895294189453124,False
L20H0,-0.0016641616821289062,False
L4H18,0.0016435623168945313,False
L7H20,-0.001642894744873047,False
L31H17,0.0016384124755859375,False
L15H17,0.0016368865966796876,False
L14H0,0.0016313552856445312,False
L10H20,0.0016279220581054688,False
L21H17,-0.001625823974609375,False
L16H29,0.0015954017639160157,False
L2H12,-0.0015943527221679687,False
L9H30,0.0015832901000976563,False
L19H20,-0.0015830039978027345,True
L9H28,0.00157318115234375,False
L27H23,-0.0015672683715820313,True
L16H11,-0.001544952392578125,False
L21H1,0.001541900634765625,False
L19H5,0.0015369415283203124,False
L7H23,0.0015232086181640625,False
L29H1,-0.0015226364135742187,False
L8H26,-0.0015209197998046875,False
L26H30,-0.0014965057373046875,False
L2H14,-0.00147857666015625,False
L3H17,-0.00145111083984375,False
L13H22,0.0014499664306640626,True
L1H7,0.0014436721801757812,False
L31H5,-0.0014362335205078125,False
L24H9,0.001435089111328125,False
L3H21,-0.0014253616333007812,False
L0H28,-0.0014226913452148437,False
L10H5,0.001407623291015625,False
L13H29,0.0013993263244628906,False
L8H17,-0.0013837814331054688,False
L0H10,0.0013822555541992188,False
L5H13,0.0013780593872070312,False
L11H26,-0.0013690948486328124,False
L15H31,0.0013486862182617188,False
L9H15,0.001335906982421875,False
L31H11,-0.0013227462768554688,False
L29H7,-0.0013204574584960937,False
L0H21,-0.0013200759887695313,False
L1H14,0.0013063430786132812,False
L29H5,0.0012933731079101563,True
L3H19,0.0012804031372070312,False
L12H28,-0.0012798309326171875,False
L12H4,0.0012713432312011718,False
L17H30,0.0012601852416992188,False
L28H30,0.0012502670288085938,False
L27H27,-0.0012500762939453125,False
L2H15,0.0012451171875,False
L25H20,0.0012451171875,True
L23H29,-0.0012393951416015624,False
L6H8,0.001236724853515625,False
L31H29,0.0012348175048828125,False
L20H3,0.00122833251953125,False
L5H29,0.0012247085571289063,False
L18H16,0.001221466064453125,False
L24H0,-0.001218891143798828,False
L29H6,0.0012174606323242187,False
L6H9,0.0012136459350585937,False
L2H10,-0.0012121200561523438,False
L9H22,-0.0012098312377929687,True
L31H25,-0.0012076377868652343,False
L22H3,0.0012073516845703125,False
L28H10,0.001201629638671875,False
L1H20,0.0011941909790039063,False
L3H22,-0.0011610031127929688,False
L25H2,0.0011554718017578124,False
L2H19,-0.0011457443237304688,False
L3H9,-0.0011377334594726562,False
L29H19,0.001126241683959961,False
L0H11,-0.0011247634887695313,False
L7H4,-0.0011246681213378906,False
L23H23,-0.0011186599731445312,False
L23H2,-0.0011165618896484375,False
L24H12,-0.0011112213134765625,False
L28H19,-0.0010952711105346679,False
L11H5,-0.0010951995849609376,False
L21H3,0.0010944366455078124,False
L2H11,-0.0010816574096679688,False
L7H14,0.0010778427124023438,False
L20H8,-0.001062631607055664,False
L7H19,0.0010555267333984375,False
L5H16,-0.0010471343994140625,False
L3H27,-0.0010469436645507812,False
L20H16,-0.0010419845581054687,False
L25H1,-0.0010173797607421875,False
L2H2,-0.0010141372680664063,False
L8H18,-0.0010065078735351563,False
L10H17,0.0010011672973632812,False
L4H6,0.0009984970092773438,False
L28H9,-0.00099639892578125,False
L19H21,0.0009897232055664062,False
L27H24,-0.0009805679321289063,False
L0H31,-0.00097808837890625,False
L30H2,-0.0009744644165039062,False
L22H12,0.0009743690490722657,False
L20H2,-0.00097198486328125,False
L31H15,-0.0009601593017578125,False
L1H31,-0.000957489013671875,False
L1H5,-0.0009511947631835937,False
L23H27,0.000948333740234375,False
L13H31,0.0009283065795898437,False
L26H25,-0.0009279251098632812,False
L23H11,-0.00091552734375,False
L28H31,-0.0009151458740234375,False
L8H10,0.0009052276611328125,False
L23H26,-0.0009023666381835938,False
L1H28,0.0009008407592773438,False
L13H30,0.0009002685546875,True
L26H8,0.0008955001831054688,False
L24H15,-0.0008935928344726562,False
L6H14,0.000893402099609375,False
L28H20,0.0008882522583007812,False
L22H20,-0.0008661270141601563,False
L28H24,0.0008609771728515625,False
L22H9,0.0008548736572265625,False
L27H11,-0.0008539199829101562,False
L22H2,-0.000853729248046875,False
L25H28,0.00084381103515625,False
L27H12,-0.0008432388305664063,False
L28H8,0.0008419036865234375,False
L3H29,0.0008358001708984375,False
L15H6,-0.0008296966552734375,False
L13H1,-0.0008211135864257812,True
L3H15,-0.0008174896240234375,False
L23H30,0.0008165359497070313,False
L31H24,-0.000814056396484375,False
L0H18,-0.0007869720458984375,False
L23H8,-0.0007839202880859375,False
L7H10,0.0007818222045898437,False
L2H4,-0.0007814407348632812,False
L26H2,-0.000778961181640625,False
L16H5,0.0007781982421875,False
L0H0,0.0007732391357421875,False
L20H30,0.0007671356201171875,False
L27H3,0.0007611274719238281,False
L20H10,0.00075531005859375,False
L3H23,0.0007549285888671875,False
L19H12,-0.0007548332214355469,False
L22H17,-0.0007520675659179688,False
L15H7,-0.0007511138916015625,False
L27H30,-0.0007459640502929688,False
L29H21,0.0007429122924804688,False
L20H5,-0.000738525390625,False
L21H5,0.0007238388061523438,False
L8H9,0.0007183074951171875,False
L31H4,-0.0007085800170898438,False
L26H28,-0.0007062911987304688,False
L12H25,-0.00070343017578125,False
L3H31,-0.0006954193115234375,False
L18H28,0.0006877899169921875,False
L26H29,-0.0006870269775390625,False
L19H17,0.000685882568359375,False
L19H1,0.0006830215454101563,False
L23H18,-0.00068206787109375,False
L0H19,-0.0006803512573242187,False
L0H3,0.00067596435546875,False
L24H31,-0.0006677627563476563,False
L22H24,0.00066680908203125,False
L26H9,-0.0006540298461914062,False
L8H28,0.00065155029296875,False
L6H4,-0.0006467819213867188,False
L29H30,-0.0006448745727539063,False
L25H29,0.0006376266479492188,False
L17H25,-0.0006343841552734375,False
L19H26,-0.0006174087524414062,False
L3H3,-0.0006166458129882813,False
L18H3,-0.0006120681762695312,False
L20H29,-0.0006105422973632813,False
L0H9,-0.00059814453125,False
L31H2,-0.0005975723266601563,False
L21H15,-0.0005929946899414062,False
L29H25,-0.0005924224853515625,False
L22H0,0.0005907058715820312,False
L13H9,-0.0005887985229492187,False
L22H1,0.0005884170532226562,False
L22H22,-0.0005842208862304688,False
L20H28,0.0005792617797851562,False
L6H1,0.0005776405334472657,False
L29H27,-0.0005765914916992188,False
L20H21,-0.0005666732788085938,False
L8H0,0.0005634307861328125,False
