id,direction,families,mean,mean_absolute,median,minimum,maximum,sign_fraction,above_tau_fraction,retained,classification,descriptive_ci_low,descriptive_ci_high,mean_absolute_order_difference
G2group:residual23:weakened,noise,69,0.2025754780009173,0.6643168563428132,0.2590113878250122,-1.536834716796875,2.75537109375,0.6086956521739131,0.9130434782608695,True,heterogeneous,0.014545124164526016,0.3947454909051671,0.9140821574390798
G2group:residual23:weakened,restore,69,0.2189471203347911,0.5964827053788779,0.19675827026367188,-1.4355926513671875,1.90478515625,0.5652173913043478,0.927536231884058,True,heterogeneous,0.05118123033772345,0.39242030779520665,0.9612813203231149
block:L17H1:query_sentence,noise,69,5.5511117879895195,5.5511117879895195,5.29425048828125,0.5670833587646484,9.60595703125,1.0,1.0,True,coherent,5.135085508443307,5.964886202328447,3.601064516150433
block:L17H1:query_sentence,restore,69,5.342621623605922,5.342621623605922,5.4971923828125,0.32733917236328125,9.131866455078125,1.0,1.0,True,coherent,4.947899424856987,5.73202619328015,3.678960247316222
block:L17H1:query_sentence:self,noise,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0
block:L17H1:query_sentence:self,restore,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0
block:L17H1:query_sentence:source,noise,69,6.293529890585637,6.293529890585637,5.939605712890625,2.9380455017089844,11.3253173828125,1.0,1.0,True,coherent,5.86540496452995,6.736698553527611,3.688652245894722
block:L17H1:query_sentence:source,restore,69,5.956588558528734,5.956588558528734,5.955780029296875,1.5768203735351562,10.648895263671875,1.0,1.0,True,coherent,5.5536626622296765,6.365205797423486,3.8465115505716074
block:L17H1:query_writer_union,noise,69,4.9666268169016075,4.9666268169016075,4.82525634765625,0.558319091796875,8.3363037109375,1.0,1.0,True,coherent,4.589085482168889,5.34806975627291,3.5518125451129414
block:L17H1:query_writer_union,restore,69,4.769274794537088,4.769274794537088,4.873809814453125,0.279205322265625,9.042449951171875,1.0,1.0,True,coherent,4.399164002183555,5.141505237247632,3.6403009442315586
block:L17H1:query_writer_union:self,noise,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0
block:L17H1:query_writer_union:self,restore,69,0.0,0.0,0.0,0.0,0.0,1.0,0.0,False,below_rule,0.0,0.0,0.0
block:L17H1:query_writer_union:source,noise,69,5.654080038485319,5.654080038485319,5.3454132080078125,2.729034423828125,9.963623046875,1.0,1.0,True,coherent,5.262669740206953,6.06439945663231,3.58549708214359
block:L17H1:query_writer_union:source,restore,69,5.329133213430211,5.329133213430211,5.3414459228515625,1.410186767578125,9.775115966796875,1.0,1.0,True,coherent,4.950803058734839,5.721497344279634,3.7592017685157666
