head,family,order,base_margin,query_change_margin,source_query_preference_shift,source_reorder_change,source_corruption_change,target_query_preference_shift,target_reorder_change,target_corruption_change
L2H21,56,0,6.0057220458984375,4.2870378494262695,8.299481123685837e-05,-6.609968841075897e-05,-0.0004057493060827255,0.00012307055294513702,-0.0001324499025940895,0.00259570125490427
L2H21,56,1,7.347482919692993,5.46565842628479,2.0158477127552032e-05,0.0015238188207149506,-0.0002402244135737419,-0.00034333858639001846,-0.012721375562250614,-9.532459080219269e-05
L2H21,64,0,5.855940103530884,1.9371116161346436,0.0016627972945570946,-0.00033675553277134895,0.00024681538343429565,0.0035556815564632416,0.0003977268934249878,0.007108614314347506
L2H21,64,1,2.0614051818847656,8.76237690448761,-0.0005945032462477684,-0.0014117434620857239,-6.490573287010193e-05,-0.00021496228873729706,-0.001709955744445324,0.005929508246481419
L2H21,82,0,5.464267611503601,0.4103584289550781,0.003450922667980194,0.0011795386672019958,1.1309981346130371e-05,0.002040080726146698,-0.0006206892430782318,-0.002603229135274887
L2H21,82,1,0.7729959487915039,8.16834032535553,-0.002942817285656929,-0.0023661740124225616,0.00014748051762580872,-0.0016449028626084328,-0.0006764531135559082,0.0007150107994675636
L2H21,96,0,8.619663715362549,4.201663374900818,0.0012128602247685194,-1.3358192518353462e-05,3.4588854759931564e-05,0.0007720217108726501,1.1473894119262695e-05,-0.009659438394010067
L2H21,96,1,5.8683531284332275,5.9466001987457275,-0.0009071538224816322,-3.5581644624471664e-05,-7.084151729941368e-05,-0.0009867670014500618,-0.0030234158039093018,-0.010592439211905003
L2H21,98,0,4.691381096839905,6.007624268531799,-0.00024456391111016273,0.0019983635284006596,-0.00021529104560613632,0.0007613915950059891,0.0061929114162921906,-0.01669115712866187
L2H21,98,1,6.054630756378174,8.464698791503906,-0.00019387807697057724,-0.00045972131192684174,-8.323974907398224e-05,0.0009365295991301537,-0.00036454014480113983,-0.014046119526028633
L2H21,102,0,8.84278678894043,1.4450945854187012,-0.0001756930723786354,0.014265604317188263,-0.00017287395894527435,4.197191447019577e-05,0.0011632423847913742,-0.0006829900667071342
L2H21,102,1,4.0489277839660645,8.330622911453247,0.00019750744104385376,0.002609184943139553,0.00012648385018110275,1.8434599041938782e-05,0.0010947547852993011,-0.0022465577349066734
L2H21,116,0,8.489528894424438,3.450946569442749,-9.30391252040863e-05,-0.00309046171605587,-0.00028237979859113693,-7.625669240951538e-06,-0.003345978446304798,-0.009603945538401604
L2H21,116,1,3.3671345710754395,7.863253831863403,7.445830851793289e-05,0.0014259535819292068,2.4743378162384033e-05,-0.00016141775995492935,-0.000578342005610466,-0.008682480081915855
L2H21,130,0,6.983928680419922,1.7240610122680664,7.979688234627247e-05,0.008110527880489826,-0.00020842673256993294,1.0303221642971039e-05,0.0032307440415024757,-0.0032829996198415756
L2H21,130,1,4.094547152519226,6.008379817008972,5.7190656661987305e-05,0.001982752699404955,-0.00021790619939565659,0.0001430809497833252,-0.00026907864958047867,-0.005921452306210995
L2H21,150,0,6.5843751430511475,-0.81303870677948,-4.3862033635377884e-05,0.0006134295836091042,0.00019142590463161469,0.0008095670491456985,0.00021629314869642258,0.006435560993850231
L2H21,150,1,4.2601600885391235,7.0457524061203,-0.00014327233657240868,0.0018339203670620918,0.00010239379480481148,0.0004385150969028473,0.0008920207619667053,0.012898033484816551
L2H21,154,0,7.268270015716553,-1.4837267398834229,-4.419451579451561e-05,0.010066256858408451,-0.0002603074535727501,0.00030780117958784103,0.004245113115757704,0.003226583357900381
L2H21,154,1,3.4639748334884644,10.117300868034363,-1.3392418622970581e-05,-0.0008793193846940994,-0.0003344966098666191,-2.4993903934955597e-05,-0.004095982760190964,0.005450861528515816
L2H21,162,0,6.707120180130005,9.346593618392944,-0.00025005172938108444,0.007026860024780035,0.0002695992588996887,0.00018052570521831512,0.0006129434332251549,0.0023912405595183372
